C1;H1;L1;C1;V1;O2;H2;L2;C2;V2;O3;H3;L3;C3;V3;O4;H4;L4;C4;V4;Final
13699.34;16050;13533;15689.01;15034.6681;15709.98;16498.05;14200.15;15459.99;14959.86472;15459.97;15539.99;13150;14182.11;21717.85801;14199.14;14981;13850;14378.9;18072.00812;FALSE
15709.98;16498.05;14200.15;15459.99;14959.86472;15459.97;15539.99;13150;14182.11;21717.85801;14199.14;14981;13850;14378.9;18072.00812;14378.99;14398.85;11750;12440.01;19221.15804;TRUE
15459.97;15539.99;13150;14182.11;21717.85801;14199.14;14981;13850;14378.9;18072.00812;14378.99;14398.85;11750;12440.01;19221.15804;12345.1;14050.11;12149.98;13716.36;11768.98972;FALSE
14199.14;14981;13850;14378.9;18072.00812;14378.99;14398.85;11750;12440.01;19221.15804;12345.1;14050.11;12149.98;13716.36;11768.98972;13715.65;13818.55;12750;13380;8609.915844;TRUE
14378.99;14398.85;11750;12440.01;19221.15804;12345.1;14050.11;12149.98;13716.36;11768.98972;13715.65;13818.55;12750;13380;8609.915844;13382.16;15473.49;12890.02;14675.11;20078.09211;TRUE
12345.1;14050.11;12149.98;13716.36;11768.98972;13715.65;13818.55;12750;13380;8609.915844;13382.16;15473.49;12890.02;14675.11;20078.09211;14690;15307.56;14150;14919.51;15905.66764;TRUE
13715.65;13818.55;12750;13380;8609.915844;13382.16;15473.49;12890.02;14675.11;20078.09211;14690;15307.56;14150;14919.51;15905.66764;14919.51;15280;13918.04;15059.54;21329.64957;TRUE
13382.16;15473.49;12890.02;14675.11;20078.09211;14690;15307.56;14150;14919.51;15905.66764;14919.51;15280;13918.04;15059.54;21329.64957;15059.56;17176.24;14600;16960.39;23251.49113;TRUE
14690;15307.56;14150;14919.51;15905.66764;14919.51;15280;13918.04;15059.54;21329.64957;15059.56;17176.24;14600;16960.39;23251.49113;16960.39;17143.13;16011.21;17069.79;18571.45751;FALSE
14919.51;15280;13918.04;15059.54;21329.64957;15059.56;17176.24;14600;16960.39;23251.49113;16960.39;17143.13;16011.21;17069.79;18571.45751;17069.79;17099.96;15610;16150.03;12493.12556;FALSE
15059.56;17176.24;14600;16960.39;23251.49113;16960.39;17143.13;16011.21;17069.79;18571.45751;17069.79;17099.96;15610;16150.03;12493.12556;16218.85;16322.3;12812;14902.54;26600.60991;FALSE
16960.39;17143.13;16011.21;17069.79;18571.45751;17069.79;17099.96;15610;16150.03;12493.12556;16218.85;16322.3;12812;14902.54;26600.60991;14902.54;15500;14011.05;14400;14315.00425;TRUE
17069.79;17099.96;15610;16150.03;12493.12556;16218.85;16322.3;12812;14902.54;26600.60991;14902.54;15500;14011.05;14400;14315.00425;14401;14955.66;13131.31;14907.09;17411.00166;FALSE
16218.85;16322.3;12812;14902.54;26600.60991;14902.54;15500;14011.05;14400;14315.00425;14401;14955.66;13131.31;14907.09;17411.00166;14940;14968.68;11400;13238.78;33554.72375;TRUE
14902.54;15500;14011.05;14400;14315.00425;14401;14955.66;13131.31;14907.09;17411.00166;14940;14968.68;11400;13238.78;33554.72375;13238.76;14109.78;12500;13740.01;16417.16214;TRUE
14401;14955.66;13131.31;14907.09;17411.00166;14940;14968.68;11400;13238.78;33554.72375;13238.76;14109.78;12500;13740.01;16417.16214;13749.95;14580;13706.15;14210;12221.50853;FALSE
14940;14968.68;11400;13238.78;33554.72375;13238.76;14109.78;12500;13740.01;16417.16214;13749.95;14580;13706.15;14210;12221.50853;14210;14339.5;12569.2;13474.99;17017.89433;TRUE
13238.76;14109.78;12500;13740.01;16417.16214;13749.95;14580;13706.15;14210;12221.50853;14210;14339.5;12569.2;13474.99;17017.89433;13477.98;14249.99;13147.79;13539.93;14652.09471;FALSE
13749.95;14580;13706.15;14210;12221.50853;14210;14339.5;12569.2;13474.99;17017.89433;13477.98;14249.99;13147.79;13539.93;14652.09471;13500;13542.93;9035;10900;63401.16918;TRUE
14210;14339.5;12569.2;13474.99;17017.89433;13477.98;14249.99;13147.79;13539.93;14652.09471;13500;13542.93;9035;10900;63401.16918;10899.99;11680.99;9037.94;10988.79;72331.79665;FALSE
13477.98;14249.99;13147.79;13539.93;14652.09471;13500;13542.93;9035;10900;63401.16918;10899.99;11680.99;9037.94;10988.79;72331.79665;10972.59;11878.82;10435.33;10961.97;48464.43494;TRUE
13500;13542.93;9035;10900;63401.16918;10899.99;11680.99;9037.94;10988.79;72331.79665;10972.59;11878.82;10435.33;10961.97;48464.43494;10960;11795;10360;11474.98;34129.37542;TRUE
10899.99;11680.99;9037.94;10988.79;72331.79665;10972.59;11878.82;10435.33;10961.97;48464.43494;10960;11795;10360;11474.98;34129.37542;11474.98;13099;11412.45;12799.94;28768.85783;FALSE
10972.59;11878.82;10435.33;10961.97;48464.43494;10960;11795;10360;11474.98;34129.37542;11474.98;13099;11412.45;12799.94;28768.85783;12799.8;12799.8;10965;11530;41379.77343;FALSE
10960;11795;10360;11474.98;34129.37542;11474.98;13099;11412.45;12799.94;28768.85783;12799.8;12799.8;10965;11530;41379.77343;11530;11926.35;9900.24;10760.05;43752.60679;TRUE
11474.98;13099;11412.45;12799.94;28768.85783;12799.8;12799.8;10965;11530;41379.77343;11530;11926.35;9900.24;10760.05;43752.60679;10760.05;11399;9905;10799.18;37473.92255;TRUE
12799.8;12799.8;10965;11530;41379.77343;11530;11926.35;9900.24;10760.05;43752.60679;10760.05;11399;9905;10799.18;37473.92255;10799.14;11570.48;10500;11349.99;27158.58776;FALSE
11530;11926.35;9900.24;10760.05;43752.60679;10760.05;11399;9905;10799.18;37473.92255;10799.14;11570.48;10500;11349.99;27158.58776;11349.96;11794.05;10950.21;11175.27;20839.95418;FALSE
10760.05;11399;9905;10799.18;37473.92255;10799.14;11570.48;10500;11349.99;27158.58776;11349.96;11794.05;10950.21;11175.27;20839.95418;11184.7;11643;10311.15;11089;33056.87196;TRUE
10799.14;11570.48;10500;11349.99;27158.58776;11349.96;11794.05;10950.21;11175.27;20839.95418;11184.7;11643;10311.15;11089;33056.87196;11089;11650;10842.69;11491;18860.76835;TRUE
11349.96;11794.05;10950.21;11175.27;20839.95418;11184.7;11643;10311.15;11089;33056.87196;11089;11650;10842.69;11491;18860.76835;11499.98;12244;11408;11879.95;16887.33952;FALSE
11184.7;11643;10311.15;11089;33056.87196;11089;11650;10842.69;11491;18860.76835;11499.98;12244;11408;11879.95;16887.33952;11879.95;11975.02;11139.55;11251;14170.37754;FALSE
11089;11650;10842.69;11491;18860.76835;11499.98;12244;11408;11879.95;16887.33952;11879.95;11975.02;11139.55;11251;14170.37754;11250.11;11308.42;9900;10237.51;25554.37295;TRUE
11499.98;12244;11408;11879.95;16887.33952;11879.95;11975.02;11139.55;11251;14170.37754;11250.11;11308.42;9900;10237.51;25554.37295;10230;10425.85;9700;10285.1;18015.95681;FALSE
11879.95;11975.02;11139.55;11251;14170.37754;11250.11;11308.42;9900;10237.51;25554.37295;10230;10425.85;9700;10285.1;18015.95681;10285.1;10335;8750.99;9224.52;33564.76431;FALSE
11250.11;11308.42;9900;10237.51;25554.37295;10230;10425.85;9700;10285.1;18015.95681;10285.1;10335;8750.99;9224.52;33564.76431;9224.52;9250;8010.02;8873.03;49971.62698;TRUE
10230;10425.85;9700;10285.1;18015.95681;10285.1;10335;8750.99;9224.52;33564.76431;9224.52;9250;8010.02;8873.03;49971.62698;8873.03;9473.01;8229;9199.96;28725.00074;FALSE
10285.1;10335;8750.99;9224.52;33564.76431;9224.52;9250;8010.02;8873.03;49971.62698;8873.03;9473.01;8229;9199.96;28725.00074;9199.96;9368;7930;8184.81;32014.30845;FALSE
9224.52;9250;8010.02;8873.03;49971.62698;8873.03;9473.01;8229;9199.96;28725.00074;9199.96;9368;7930;8184.81;32014.30845;8179.99;8382.8;6625;6939.99;63403.18258;TRUE
8873.03;9473.01;8229;9199.96;28725.00074;9199.96;9368;7930;8184.81;32014.30845;8179.99;8382.8;6625;6939.99;63403.18258;6939.63;7878;6000.01;7652.14;100201.5003;FALSE
9199.96;9368;7930;8184.81;32014.30845;8179.99;8382.8;6625;6939.99;63403.18258;6939.63;7878;6000.01;7652.14;100201.5003;7655.02;8476;7150.01;7599;60778.4605;TRUE
8179.99;8382.8;6625;6939.99;63403.18258;6939.63;7878;6000.01;7652.14;100201.5003;7655.02;8476;7150.01;7599;60778.4605;7599;7844;7572.09;7784.02;1521.537318;TRUE
6939.63;7878;6000.01;7652.14;100201.5003;7655.02;8476;7150.01;7599;60778.4605;7599;7844;7572.09;7784.02;1521.537318;7789.9;8738;7789.9;8683.92;20482.91083;FALSE
7655.02;8476;7150.01;7599;60778.4605;7599;7844;7572.09;7784.02;1521.537318;7789.9;8738;7789.9;8683.92;20482.91083;8683.93;9065.78;8120;8533.98;49381.51265;FALSE
7599;7844;7572.09;7784.02;1521.537318;7789.9;8738;7789.9;8683.92;20482.91083;8683.93;9065.78;8120;8533.98;49381.51265;8533.99;8549;7726.53;8063.88;45025.18795;TRUE
7789.9;8738;7789.9;8683.92;20482.91083;8683.93;9065.78;8120;8533.98;49381.51265;8533.99;8549;7726.53;8063.88;45025.18795;8063.82;8989;8053;8903;41987.85049;FALSE
8683.93;9065.78;8120;8533.98;49381.51265;8533.99;8549;7726.53;8063.88;45025.18795;8063.82;8989;8053;8903;41987.85049;8903;8950;8351;8539.9;35454.97296;TRUE
8533.99;8549;7726.53;8063.88;45025.18795;8063.82;8989;8053;8903;41987.85049;8903;8950;8351;8539.9;35454.97296;8535.17;9489.6;8533;9449.99;40811.95287;TRUE
8063.82;8989;8053;8903;41987.85049;8903;8950;8351;8539.9;35454.97296;8535.17;9489.6;8533;9449.99;40811.95287;9449.98;10219.5;9301.5;10000.09;52427.59672;TRUE
8903;8950;8351;8539.9;35454.97296;8535.17;9489.6;8533;9449.99;40811.95287;9449.98;10219.5;9301.5;10000.09;52427.59672;10000.89;10323.37;9666;10159.98;38161.20597;TRUE
8535.17;9489.6;8533;9449.99;40811.95287;9449.98;10219.5;9301.5;10000.09;52427.59672;10000.89;10323.37;9666;10159.98;38161.20597;10156.07;11075.07;10050;11039.55;41882.10841;FALSE
9449.98;10219.5;9301.5;10000.09;52427.59672;10000.89;10323.37;9666;10159.98;38161.20597;10156.07;11075.07;10050;11039.55;41882.10841;11039.55;11274;10080;10383.43;61137.38073;TRUE
10000.89;10323.37;9666;10159.98;38161.20597;10156.07;11075.07;10050;11039.55;41882.10841;11039.55;11274;10080;10383.43;61137.38073;10375.01;11250;10270.33;11153;40831.41713;TRUE
10156.07;11075.07;10050;11039.55;41882.10841;11039.55;11274;10080;10383.43;61137.38073;10375.01;11250;10270.33;11153;40831.41713;11147.11;11786.01;11100.59;11200.99;48153.35429;FALSE
11039.55;11274;10080;10383.43;61137.38073;10375.01;11250;10270.33;11153;40831.41713;11147.11;11786.01;11100.59;11200.99;48153.35429;11195.07;11304.03;10200;10437.6;68113.81875;FALSE
10375.01;11250;10270.33;11153;40831.41713;11147.11;11786.01;11100.59;11200.99;48153.35429;11195.07;11304.03;10200;10437.6;68113.81875;10439.02;10933.44;9679;9811.04;67060.16648;TRUE
11147.11;11786.01;11100.59;11200.99;48153.35429;11195.07;11304.03;10200;10437.6;68113.81875;10439.02;10933.44;9679;9811.04;67060.16648;9815.55;10435;9570.19;10131.04;57202.70237;FALSE
11195.07;11304.03;10200;10437.6;68113.81875;10439.02;10933.44;9679;9811.04;67060.16648;9815.55;10435;9570.19;10131.04;57202.70237;10131.04;10496.97;9352;9694.51;40888.1563;FALSE
10439.02;10933.44;9679;9811.04;67060.16648;9815.55;10435;9570.19;10131.04;57202.70237;10131.04;10496.97;9352;9694.51;40888.1563;9694.51;9847;9274.8;9590;28373.51759;TRUE
9815.55;10435;9570.19;10131.04;57202.70237;10131.04;10496.97;9352;9694.51;40888.1563;9694.51;9847;9274.8;9590;28373.51759;9590;10444.32;9350;10324;34878.29276;TRUE
10131.04;10496.97;9352;9694.51;40888.1563;9694.51;9847;9274.8;9590;28373.51759;9590;10444.32;9350;10324;34878.29276;10321;10870;10121;10569.04;30705.38512;FALSE
9694.51;9847;9274.8;9590;28373.51759;9590;10444.32;9350;10324;34878.29276;10321;10870;10121;10569.04;30705.38512;10584.33;11098;10300;10326.76;30800.98378;TRUE
9590;10444.32;9350;10324;34878.29276;10321;10870;10121;10569.04;30705.38512;10584.33;11098;10300;10326.76;30800.98378;10325.64;11060.41;10240;10920;25092.55393;TRUE
10321;10870;10121;10569.04;30705.38512;10584.33;11098;10300;10326.76;30800.98378;10325.64;11060.41;10240;10920;25092.55393;10923.36;11200;10770;11039;23910.71009;TRUE
10584.33;11098;10300;10326.76;30800.98378;10325.64;11060.41;10240;10920;25092.55393;10923.36;11200;10770;11039;23910.71009;11038.99;11544;11015.01;11464.48;21287.15328;TRUE
10325.64;11060.41;10240;10920;25092.55393;10923.36;11200;10770;11039;23910.71009;11038.99;11544;11015.01;11464.48;21287.15328;11464.47;11565;11050.02;11515;17295.91865;FALSE
10923.36;11200;10770;11039;23910.71009;11038.99;11544;11015.01;11464.48;21287.15328;11464.47;11565;11050.02;11515;17295.91865;11515;11710;11415.01;11454;15144.23106;FALSE
11038.99;11544;11015.01;11464.48;21287.15328;11464.47;11565;11050.02;11515;17295.91865;11515;11710;11415.01;11454;15144.23106;11455;11455;10555.48;10716.48;29515.57236;FALSE
11464.47;11565;11050.02;11515;17295.91865;11515;11710;11415.01;11454;15144.23106;11455;11455;10555.48;10716.48;29515.57236;10716.48;10899;9389.31;9910;50647.67108;FALSE
11515;11710;11415.01;11454;15144.23106;11455;11455;10555.48;10716.48;29515.57236;10716.48;10899;9389.31;9910;50647.67108;9910;10099;9060;9271.64;41109.47323;FALSE
11455;11455;10555.48;10716.48;29515.57236;10716.48;10899;9389.31;9910;50647.67108;9910;10099;9060;9271.64;41109.47323;9267.07;9410;8329;9227;64112.29141;FALSE
10716.48;10899;9389.31;9910;50647.67108;9910;10099;9060;9271.64;41109.47323;9267.07;9410;8329;9227;64112.29141;9230;9490;8667.07;8770.22;37180.01286;TRUE
9910;10099;9060;9271.64;41109.47323;9267.07;9410;8329;9227;64112.29141;9230;9490;8667.07;8770.22;37180.01286;8770.22;9740;8450;9533.57;44325.97339;FALSE
9267.07;9410;8329;9227;64112.29141;9230;9490;8667.07;8770.22;37180.01286;8770.22;9740;8450;9533.57;44325.97339;9533.57;9888.88;8780;9131.34;42230.77793;TRUE
9230;9490;8667.07;8770.22;37180.01286;8770.22;9740;8450;9533.57;44325.97339;9533.57;9888.88;8780;9131.34;42230.77793;9131.34;9474;8823;9150;40191.40936;FALSE
8770.22;9740;8450;9533.57;44325.97339;9533.57;9888.88;8780;9131.34;42230.77793;9131.34;9474;8823;9150;40191.40936;9151.92;9333.78;7900.28;8170;49708.09411;TRUE
9533.57;9888.88;8780;9131.34;42230.77793;9131.34;9474;8823;9150;40191.40936;9151.92;9333.78;7900.28;8170;49708.09411;8184.01;8430;7650;8240.98;52291.02228;TRUE
9131.34;9474;8823;9150;40191.40936;9151.92;9333.78;7900.28;8170;49708.09411;8184.01;8430;7650;8240.98;52291.02228;8240.98;8611.64;7900;8260;38815.40989;FALSE
9151.92;9333.78;7900.28;8170;49708.09411;8184.01;8430;7650;8240.98;52291.02228;8240.98;8611.64;7900;8260;38815.40989;8260;8348.62;7721.99;7824.8;33110.20633;TRUE
8184.01;8430;7650;8240.98;52291.02228;8240.98;8611.64;7900;8260;38815.40989;8260;8348.62;7721.99;7824.8;33110.20633;7824.01;8317.4;7322;8189.99;59488.23171;TRUE
8240.98;8611.64;7900;8260;38815.40989;8260;8348.62;7721.99;7824.8;33110.20633;7824.01;8317.4;7322;8189.99;59488.23171;8189;8705.23;8088.4;8600;55297.08494;TRUE
8260;8348.62;7721.99;7824.8;33110.20633;7824.01;8317.4;7322;8189.99;59488.23171;8189;8705.23;8088.4;8600;55297.08494;8595.01;9050;8280;8909.98;44865.10584;FALSE
7824.01;8317.4;7322;8189.99;59488.23171;8189;8705.23;8088.4;8600;55297.08494;8595.01;9050;8280;8909.98;44865.10584;8909.96;9177.01;8750.6;8885;39972.40537;FALSE
8189;8705.23;8088.4;8600;55297.08494;8595.01;9050;8280;8909.98;44865.10584;8909.96;9177.01;8750.6;8885;39972.40537;8884.82;9100;8465.1;8722.9;40617.55681;TRUE
8595.01;9050;8280;8909.98;44865.10584;8909.96;9177.01;8750.6;8885;39972.40537;8884.82;9100;8465.1;8722.9;40617.55681;8720;8909;8269;8898.03;39991.00767;FALSE
8909.96;9177.01;8750.6;8885;39972.40537;8884.82;9100;8465.1;8722.9;40617.55681;8720;8909;8269;8898.03;39991.00767;8898.04;8999.95;8491;8546.86;35466.60957;FALSE
8884.82;9100;8465.1;8722.9;40617.55681;8720;8909;8269;8898.03;39991.00767;8898.04;8999.95;8491;8546.86;35466.60957;8531.25;8669.85;8365.77;8470.15;29001.76932;FALSE
8720;8909;8269;8898.03;39991.00767;8898.04;8999.95;8491;8546.86;35466.60957;8531.25;8669.85;8365.77;8470.15;29001.76932;8470.14;8514.89;7831;8134.23;44033.59566;FALSE
8898.04;8999.95;8491;8546.86;35466.60957;8531.25;8669.85;8365.77;8470.15;29001.76932;8470.14;8514.89;7831;8134.23;44033.59566;8134.22;8215.94;7730;7795.51;37427.64805;TRUE
8531.25;8669.85;8365.77;8470.15;29001.76932;8470.14;8514.89;7831;8134.23;44033.59566;8134.22;8215.94;7730;7795.51;37427.64805;7795.51;8109;7728;7949.3;26401.33167;FALSE
8470.14;8514.89;7831;8134.23;44033.59566;8134.22;8215.94;7730;7795.51;37427.64805;7795.51;8109;7728;7949.3;26401.33167;7949.3;7975;6941.11;7090.14;54620.91513;FALSE
8134.22;8215.94;7730;7795.51;37427.64805;7795.51;8109;7728;7949.3;26401.33167;7949.3;7975;6941.11;7090.14;54620.91513;7090.16;7292.43;6600.1;6840.23;65306.03198;TRUE
7795.51;8109;7728;7949.3;26401.33167;7949.3;7975;6941.11;7090.14;54620.91513;7090.16;7292.43;6600.1;6840.23;65306.03198;6840.24;7223.36;6777;6923.91;36868.53909;FALSE
7949.3;7975;6941.11;7090.14;54620.91513;7090.16;7292.43;6600.1;6840.23;65306.03198;6840.24;7223.36;6777;6923.91;36868.53909;6922;7049.98;6430;6813.01;44071.43046;TRUE
7090.16;7292.43;6600.1;6840.23;65306.03198;6840.24;7223.36;6777;6923.91;36868.53909;6922;7049.98;6430;6813.01;44071.43046;6813.01;7125;6765;7056;32123.56007;TRUE
6840.24;7223.36;6777;6923.91;36868.53909;6922;7049.98;6430;6813.01;44071.43046;6813.01;7125;6765;7056;32123.56007;7063.97;7520;7011.01;7405.21;37787.33181;FALSE
6922;7049.98;6430;6813.01;44071.43046;6813.01;7125;6765;7056;32123.56007;7063.97;7520;7011.01;7405.21;37787.33181;7405.21;7427.52;6707;6796.1;42227.1838;FALSE
6813.01;7125;6765;7056;32123.56007;7063.97;7520;7011.01;7405.21;37787.33181;7405.21;7427.52;6707;6796.1;42227.1838;6796.1;6902;6566.69;6770.76;39029.73146;FALSE
7063.97;7520;7011.01;7405.21;37787.33181;7405.21;7427.52;6707;6796.1;42227.1838;6796.1;6902;6566.69;6770.76;39029.73146;6770;6850;6500;6601.39;27455.01192;TRUE
7405.21;7427.52;6707;6796.1;42227.1838;6796.1;6902;6566.69;6770.76;39029.73146;6770;6850;6500;6601.39;27455.01192;6601.39;7070;6586.28;6895.8;32269.57827;TRUE
6796.1;6902;6566.69;6770.76;39029.73146;6770;6850;6500;6601.39;27455.01192;6601.39;7070;6586.28;6895.8;32269.57827;6895.81;7109.13;6880;7018;21427.67317;FALSE
6770;6850;6500;6601.39;27455.01192;6601.39;7070;6586.28;6895.8;32269.57827;6895.81;7109.13;6880;7018;21427.67317;7011.04;7185;6611;6782.72;34078.29721;TRUE
6601.39;7070;6586.28;6895.8;32269.57827;6895.81;7109.13;6880;7018;21427.67317;7011.04;7185;6611;6782.72;34078.29721;6781.55;6890;6656;6843.9;22326.7281;TRUE
6895.81;7109.13;6880;7018;21427.67317;7011.04;7185;6611;6782.72;34078.29721;6781.55;6890;6656;6843.9;22326.7281;6839.56;6990;6787;6953.79;23997.87118;TRUE
7011.04;7185;6611;6782.72;34078.29721;6781.55;6890;6656;6843.9;22326.7281;6839.56;6990;6787;6953.79;23997.87118;6953.78;8012.23;6743.2;7923;64861.59599;FALSE
6781.55;6890;6656;6843.9;22326.7281;6839.56;6990;6787;6953.79;23997.87118;6953.78;8012.23;6743.2;7923;64861.59599;7922.99;8233.39;7732;7877.41;55044.52315;TRUE
6839.56;6990;6787;6953.79;23997.87118;6953.78;8012.23;6743.2;7923;64861.59599;7922.99;8233.39;7732;7877.41;55044.52315;7877.48;8186;7810;7999.01;31621.28636;TRUE
6953.78;8012.23;6743.2;7923;64861.59599;7922.99;8233.39;7732;7877.41;55044.52315;7877.48;8186;7810;7999.01;31621.28636;8004;8429.54;7999.02;8355;27946.72044;FALSE
7922.99;8233.39;7732;7877.41;55044.52315;7877.48;8186;7810;7999.01;31621.28636;8004;8429.54;7999.02;8355;27946.72044;8355.07;8419;7867;8064.92;36664.06972;FALSE
7877.48;8186;7810;7999.01;31621.28636;8004;8429.54;7999.02;8355;27946.72044;8355.07;8419;7867;8064.92;36664.06972;8064.92;8173.7;7825.4;7885.02;32152.60357;TRUE
8004;8429.54;7999.02;8355;27946.72044;8355.07;8419;7867;8064.92;36664.06972;8064.92;8173.7;7825.4;7885.02;32152.60357;7890.96;8236.43;7868;8173;26969.04457;TRUE
8355.07;8419;7867;8064.92;36664.06972;8064.92;8173.7;7825.4;7885.02;32152.60357;7890.96;8236.43;7868;8173;26969.04457;8173.99;8296;8080;8278;27113.84746;TRUE
8064.92;8173.7;7825.4;7885.02;32152.60357;7890.96;8236.43;7868;8173;26969.04457;8173.99;8296;8080;8278;27113.84746;8273.84;8930;8177.09;8856.98;39795.33749;TRUE
7890.96;8236.43;7868;8173;26969.04457;8173.99;8296;8080;8278;27113.84746;8273.84;8930;8177.09;8856.98;39795.33749;8852.12;9035;8565;8915.31;40872.22991;FALSE
8173.99;8296;8080;8278;27113.84746;8273.84;8930;8177.09;8856.98;39795.33749;8852.12;9035;8565;8915.31;40872.22991;8915.31;9020.67;8727.68;8787.02;29458.25348;TRUE
8273.84;8930;8177.09;8856.98;39795.33749;8852.12;9035;8565;8915.31;40872.22991;8915.31;9020.67;8727.68;8787.02;29458.25348;8785.7;8985;8745;8934.01;25838.11471;TRUE
8852.12;9035;8565;8915.31;40872.22991;8915.31;9020.67;8727.68;8787.02;29458.25348;8785.7;8985;8745;8934.01;25838.11471;8934;9731.01;8922;9619.99;46268.79011;FALSE
8915.31;9020.67;8727.68;8787.02;29458.25348;8785.7;8985;8745;8934.01;25838.11471;8934;9731.01;8922;9619.99;46268.79011;9618.96;9759.82;8730;8869.99;81110.03759;TRUE
8785.7;8985;8745;8934.01;25838.11471;8934;9731.01;8922;9619.99;46268.79011;9618.96;9759.82;8730;8869.99;81110.03759;8869.99;9307.48;8651.62;9266;43300.30425;FALSE
8934;9731.01;8922;9619.99;46268.79011;9618.96;9759.82;8730;8869.99;81110.03759;8869.99;9307.48;8651.62;9266;43300.30425;9267.03;9395;8889;8915.35;37241.34704;TRUE
9618.96;9759.82;8730;8869.99;81110.03759;8869.99;9307.48;8651.62;9266;43300.30425;9267.03;9395;8889;8915.35;37241.34704;8915.35;9427.48;8870;9348;34759.62842;TRUE
8869.99;9307.48;8651.62;9266;43300.30425;9267.03;9395;8889;8915.35;37241.34704;8915.35;9427.48;8870;9348;34759.62842;9348;9570.51;9163.74;9419;38149.85004;FALSE
9267.03;9395;8889;8915.35;37241.34704;8915.35;9427.48;8870;9348;34759.62842;9348;9570.51;9163.74;9419;38149.85004;9417.04;9458.64;9124.99;9246.01;35002.03388;FALSE
8915.35;9427.48;8870;9348;34759.62842;9348;9570.51;9163.74;9419;38149.85004;9417.04;9458.64;9124.99;9246.01;35002.03388;9246.01;9248.99;8800.49;9071.48;41018.46363;TRUE
9348;9570.51;9163.74;9419;38149.85004;9417.04;9458.64;9124.99;9246.01;35002.03388;9246.01;9248.99;8800.49;9071.48;41018.46363;9071.48;9268;8970.2;9247.84;26123.54396;TRUE
9417.04;9458.64;9124.99;9246.01;35002.03388;9246.01;9248.99;8800.49;9071.48;41018.46363;9071.48;9268;8970.2;9247.84;26123.54396;9247.81;9844;9168.4;9750;38768.38829;FALSE
9246.01;9248.99;8800.49;9071.48;41018.46363;9071.48;9268;8970.2;9247.84;26123.54396;9247.81;9844;9168.4;9750;38768.38829;9750;9830.04;9520.85;9713.99;28681.58888;TRUE
9071.48;9268;8970.2;9247.84;26123.54396;9247.81;9844;9168.4;9750;38768.38829;9750;9830.04;9520.85;9713.99;28681.58888;9714;10020;9682;9864;24990.01835;FALSE
9247.81;9844;9168.4;9750;38768.38829;9750;9830.04;9520.85;9713.99;28681.58888;9714;10020;9682;9864;24990.01835;9863.99;9970;9417.03;9659.01;27690.35156;FALSE
9750;9830.04;9520.85;9713.99;28681.58888;9714;10020;9682;9864;24990.01835;9863.99;9970;9417.03;9659.01;27690.35156;9661.02;9689.67;9181;9365;33787.64001;FALSE
9714;10020;9682;9864;24990.01835;9863.99;9970;9417.03;9659.01;27690.35156;9661.02;9689.67;9181;9365;33787.64001;9365;9475.7;9060.54;9187.56;25533.83189;TRUE
9863.99;9970;9417.03;9659.01;27690.35156;9661.02;9689.67;9181;9365;33787.64001;9365;9475.7;9060.54;9187.56;25533.83189;9178;9390;8965;9310;25673.5249;FALSE
9661.02;9689.67;9181;9365;33787.64001;9365;9475.7;9060.54;9187.56;25533.83189;9178;9390;8965;9310;25673.5249;9310;9395.12;8970;9002.2;25055.06372;FALSE
9365;9475.7;9060.54;9187.56;25533.83189;9178;9390;8965;9310;25673.5249;9310;9395.12;8970;9002.2;25055.06372;9002.21;9016.8;8341;8400;48227.04806;TRUE
9178;9390;8965;9310;25673.5249;9310;9395.12;8970;9002.2;25055.06372;9002.21;9016.8;8341;8400;48227.04806;8405.94;8646.88;8153;8465.94;40241.32081;TRUE
9310;9395.12;8970;9002.2;25055.06372;9002.21;9016.8;8341;8400;48227.04806;8405.94;8646.88;8153;8465.94;40241.32081;8475.44;8763.36;8298;8679.71;25632.86936;FALSE
