V1,HLV1,VO1,V2,HLV2,VO2,V3,HLV3,VO3,V4,HLV4,VO4,V5,HLV5,VO5,V6,HLV6,VO6,V7,HLV7,VO7,V8,HLV8,VO8,V9,HLV9,VO9,V10,HLV10,VO10,V11,HLV11,VO11,V12,HLV12,VO12,UP?
4.19,10.44,1295108.48,2.11,7.86,1201850.31,15.40,23.97,1801071.19,-2.07,30.68,2504057.64,-0.62,9.39,1231842.11,-7.77,13.24,1055699.87,11.13,15.06,1436796.12,1.86,8.44,1244377.16,-1.68,7.39,1034248.74,1.68,4.86,751060.63,-5.11,8.94,706948.55,-0.27,6.48,896032.11,FALSE
2.11,7.86,1201850.31,15.40,23.97,1801071.19,-2.07,30.68,2504057.64,-0.62,9.39,1231842.11,-7.77,13.24,1055699.87,11.13,15.06,1436796.12,1.86,8.44,1244377.16,-1.68,7.39,1034248.74,1.68,4.86,751060.63,-5.11,8.94,706948.55,-0.27,6.48,896032.11,-4.92,6.49,543997.00,TRUE
15.40,23.97,1801071.19,-2.07,30.68,2504057.64,-0.62,9.39,1231842.11,-7.77,13.24,1055699.87,11.13,15.06,1436796.12,1.86,8.44,1244377.16,-1.68,7.39,1034248.74,1.68,4.86,751060.63,-5.11,8.94,706948.55,-0.27,6.48,896032.11,-4.92,6.49,543997.00,6.10,9.16,764831.93,TRUE
-2.07,30.68,2504057.64,-0.62,9.39,1231842.11,-7.77,13.24,1055699.87,11.13,15.06,1436796.12,1.86,8.44,1244377.16,-1.68,7.39,1034248.74,1.68,4.86,751060.63,-5.11,8.94,706948.55,-0.27,6.48,896032.11,-4.92,6.49,543997.00,6.10,9.16,764831.93,0.48,3.54,547669.28,TRUE
-0.62,9.39,1231842.11,-7.77,13.24,1055699.87,11.13,15.06,1436796.12,1.86,8.44,1244377.16,-1.68,7.39,1034248.74,1.68,4.86,751060.63,-5.11,8.94,706948.55,-0.27,6.48,896032.11,-4.92,6.49,543997.00,6.10,9.16,764831.93,0.48,3.54,547669.28,2.24,6.51,680922.25,TRUE
-7.77,13.24,1055699.87,11.13,15.06,1436796.12,1.86,8.44,1244377.16,-1.68,7.39,1034248.74,1.68,4.86,751060.63,-5.11,8.94,706948.55,-0.27,6.48,896032.11,-4.92,6.49,543997.00,6.10,9.16,764831.93,0.48,3.54,547669.28,2.24,6.51,680922.25,4.15,10.93,1138977.66,TRUE
11.13,15.06,1436796.12,1.86,8.44,1244377.16,-1.68,7.39,1034248.74,1.68,4.86,751060.63,-5.11,8.94,706948.55,-0.27,6.48,896032.11,-4.92,6.49,543997.00,6.10,9.16,764831.93,0.48,3.54,547669.28,2.24,6.51,680922.25,4.15,10.93,1138977.66,0.03,6.89,797546.11,TRUE
1.86,8.44,1244377.16,-1.68,7.39,1034248.74,1.68,4.86,751060.63,-5.11,8.94,706948.55,-0.27,6.48,896032.11,-4.92,6.49,543997.00,6.10,9.16,764831.93,0.48,3.54,547669.28,2.24,6.51,680922.25,4.15,10.93,1138977.66,0.03,6.89,797546.11,1.98,5.33,573508.14,FALSE
-1.68,7.39,1034248.74,1.68,4.86,751060.63,-5.11,8.94,706948.55,-0.27,6.48,896032.11,-4.92,6.49,543997.00,6.10,9.16,764831.93,0.48,3.54,547669.28,2.24,6.51,680922.25,4.15,10.93,1138977.66,0.03,6.89,797546.11,1.98,5.33,573508.14,-0.99,3.48,414987.45,TRUE
1.68,4.86,751060.63,-5.11,8.94,706948.55,-0.27,6.48,896032.11,-4.92,6.49,543997.00,6.10,9.16,764831.93,0.48,3.54,547669.28,2.24,6.51,680922.25,4.15,10.93,1138977.66,0.03,6.89,797546.11,1.98,5.33,573508.14,-0.99,3.48,414987.45,20.06,20.62,1636338.73,FALSE
-5.11,8.94,706948.55,-0.27,6.48,896032.11,-4.92,6.49,543997.00,6.10,9.16,764831.93,0.48,3.54,547669.28,2.24,6.51,680922.25,4.15,10.93,1138977.66,0.03,6.89,797546.11,1.98,5.33,573508.14,-0.99,3.48,414987.45,20.06,20.62,1636338.73,-3.90,8.63,1717962.83,TRUE
-0.27,6.48,896032.11,-4.92,6.49,543997.00,6.10,9.16,764831.93,0.48,3.54,547669.28,2.24,6.51,680922.25,4.15,10.93,1138977.66,0.03,6.89,797546.11,1.98,5.33,573508.14,-0.99,3.48,414987.45,20.06,20.62,1636338.73,-3.90,8.63,1717962.83,5.16,6.66,1023575.92,FALSE
-4.92,6.49,543997.00,6.10,9.16,764831.93,0.48,3.54,547669.28,2.24,6.51,680922.25,4.15,10.93,1138977.66,0.03,6.89,797546.11,1.98,5.33,573508.14,-0.99,3.48,414987.45,20.06,20.62,1636338.73,-3.90,8.63,1717962.83,5.16,6.66,1023575.92,-2.10,4.96,719837.24,FALSE
6.10,9.16,764831.93,0.48,3.54,547669.28,2.24,6.51,680922.25,4.15,10.93,1138977.66,0.03,6.89,797546.11,1.98,5.33,573508.14,-0.99,3.48,414987.45,20.06,20.62,1636338.73,-3.90,8.63,1717962.83,5.16,6.66,1023575.92,-2.10,4.96,719837.24,-6.93,11.83,1314841.36,TRUE
0.48,3.54,547669.28,2.24,6.51,680922.25,4.15,10.93,1138977.66,0.03,6.89,797546.11,1.98,5.33,573508.14,-0.99,3.48,414987.45,20.06,20.62,1636338.73,-3.90,8.63,1717962.83,5.16,6.66,1023575.92,-2.10,4.96,719837.24,-6.93,11.83,1314841.36,0.33,4.85,621599.61,TRUE
2.24,6.51,680922.25,4.15,10.93,1138977.66,0.03,6.89,797546.11,1.98,5.33,573508.14,-0.99,3.48,414987.45,20.06,20.62,1636338.73,-3.90,8.63,1717962.83,5.16,6.66,1023575.92,-2.10,4.96,719837.24,-6.93,11.83,1314841.36,0.33,4.85,621599.61,0.16,6.31,809100.25,FALSE
4.15,10.93,1138977.66,0.03,6.89,797546.11,1.98,5.33,573508.14,-0.99,3.48,414987.45,20.06,20.62,1636338.73,-3.90,8.63,1717962.83,5.16,6.66,1023575.92,-2.10,4.96,719837.24,-6.93,11.83,1314841.36,0.33,4.85,621599.61,0.16,6.31,809100.25,-1.43,5.98,1042091.04,TRUE
0.03,6.89,797546.11,1.98,5.33,573508.14,-0.99,3.48,414987.45,20.06,20.62,1636338.73,-3.90,8.63,1717962.83,5.16,6.66,1023575.92,-2.10,4.96,719837.24,-6.93,11.83,1314841.36,0.33,4.85,621599.61,0.16,6.31,809100.25,-1.43,5.98,1042091.04,1.39,4.26,698030.65,FALSE
1.98,5.33,573508.14,-0.99,3.48,414987.45,20.06,20.62,1636338.73,-3.90,8.63,1717962.83,5.16,6.66,1023575.92,-2.10,4.96,719837.24,-6.93,11.83,1314841.36,0.33,4.85,621599.61,0.16,6.31,809100.25,-1.43,5.98,1042091.04,1.39,4.26,698030.65,-3.62,6.11,729119.67,TRUE
-0.99,3.48,414987.45,20.06,20.62,1636338.73,-3.90,8.63,1717962.83,5.16,6.66,1023575.92,-2.10,4.96,719837.24,-6.93,11.83,1314841.36,0.33,4.85,621599.61,0.16,6.31,809100.25,-1.43,5.98,1042091.04,1.39,4.26,698030.65,-3.62,6.11,729119.67,12.80,17.84,1647207.60,FALSE
20.06,20.62,1636338.73,-3.90,8.63,1717962.83,5.16,6.66,1023575.92,-2.10,4.96,719837.24,-6.93,11.83,1314841.36,0.33,4.85,621599.61,0.16,6.31,809100.25,-1.43,5.98,1042091.04,1.39,4.26,698030.65,-3.62,6.11,729119.67,12.80,17.84,1647207.60,-0.94,3.95,723537.76,TRUE
-3.90,8.63,1717962.83,5.16,6.66,1023575.92,-2.10,4.96,719837.24,-6.93,11.83,1314841.36,0.33,4.85,621599.61,0.16,6.31,809100.25,-1.43,5.98,1042091.04,1.39,4.26,698030.65,-3.62,6.11,729119.67,12.80,17.84,1647207.60,-0.94,3.95,723537.76,9.84,11.18,1127296.37,FALSE
5.16,6.66,1023575.92,-2.10,4.96,719837.24,-6.93,11.83,1314841.36,0.33,4.85,621599.61,0.16,6.31,809100.25,-1.43,5.98,1042091.04,1.39,4.26,698030.65,-3.62,6.11,729119.67,12.80,17.84,1647207.60,-0.94,3.95,723537.76,9.84,11.18,1127296.37,-3.93,7.17,995759.58,FALSE
-2.10,4.96,719837.24,-6.93,11.83,1314841.36,0.33,4.85,621599.61,0.16,6.31,809100.25,-1.43,5.98,1042091.04,1.39,4.26,698030.65,-3.62,6.11,729119.67,12.80,17.84,1647207.60,-0.94,3.95,723537.76,9.84,11.18,1127296.37,-3.93,7.17,995759.58,-5.45,11.85,1547821.53,TRUE
-6.93,11.83,1314841.36,0.33,4.85,621599.61,0.16,6.31,809100.25,-1.43,5.98,1042091.04,1.39,4.26,698030.65,-3.62,6.11,729119.67,12.80,17.84,1647207.60,-0.94,3.95,723537.76,9.84,11.18,1127296.37,-3.93,7.17,995759.58,-5.45,11.85,1547821.53,0.31,3.99,906381.65,TRUE
0.33,4.85,621599.61,0.16,6.31,809100.25,-1.43,5.98,1042091.04,1.39,4.26,698030.65,-3.62,6.11,729119.67,12.80,17.84,1647207.60,-0.94,3.95,723537.76,9.84,11.18,1127296.37,-3.93,7.17,995759.58,-5.45,11.85,1547821.53,0.31,3.99,906381.65,7.01,8.38,988698.39,TRUE
0.16,6.31,809100.25,-1.43,5.98,1042091.04,1.39,4.26,698030.65,-3.62,6.11,729119.67,12.80,17.84,1647207.60,-0.94,3.95,723537.76,9.84,11.18,1127296.37,-3.93,7.17,995759.58,-5.45,11.85,1547821.53,0.31,3.99,906381.65,7.01,8.38,988698.39,1.54,8.68,1457867.09,TRUE
-1.43,5.98,1042091.04,1.39,4.26,698030.65,-3.62,6.11,729119.67,12.80,17.84,1647207.60,-0.94,3.95,723537.76,9.84,11.18,1127296.37,-3.93,7.17,995759.58,-5.45,11.85,1547821.53,0.31,3.99,906381.65,7.01,8.38,988698.39,1.54,8.68,1457867.09,1.09,2.75,780904.21,TRUE
1.39,4.26,698030.65,-3.62,6.11,729119.67,12.80,17.84,1647207.60,-0.94,3.95,723537.76,9.84,11.18,1127296.37,-3.93,7.17,995759.58,-5.45,11.85,1547821.53,0.31,3.99,906381.65,7.01,8.38,988698.39,1.54,8.68,1457867.09,1.09,2.75,780904.21,3.52,6.78,866478.05,TRUE
-3.62,6.11,729119.67,12.80,17.84,1647207.60,-0.94,3.95,723537.76,9.84,11.18,1127296.37,-3.93,7.17,995759.58,-5.45,11.85,1547821.53,0.31,3.99,906381.65,7.01,8.38,988698.39,1.54,8.68,1457867.09,1.09,2.75,780904.21,3.52,6.78,866478.05,1.63,4.00,758525.82,FALSE
12.80,17.84,1647207.60,-0.94,3.95,723537.76,9.84,11.18,1127296.37,-3.93,7.17,995759.58,-5.45,11.85,1547821.53,0.31,3.99,906381.65,7.01,8.38,988698.39,1.54,8.68,1457867.09,1.09,2.75,780904.21,3.52,6.78,866478.05,1.63,4.00,758525.82,-0.53,5.16,896627.37,FALSE
-0.94,3.95,723537.76,9.84,11.18,1127296.37,-3.93,7.17,995759.58,-5.45,11.85,1547821.53,0.31,3.99,906381.65,7.01,8.38,988698.39,1.54,8.68,1457867.09,1.09,2.75,780904.21,3.52,6.78,866478.05,1.63,4.00,758525.82,-0.53,5.16,896627.37,-0.05,3.19,636829.89,TRUE
9.84,11.18,1127296.37,-3.93,7.17,995759.58,-5.45,11.85,1547821.53,0.31,3.99,906381.65,7.01,8.38,988698.39,1.54,8.68,1457867.09,1.09,2.75,780904.21,3.52,6.78,866478.05,1.63,4.00,758525.82,-0.53,5.16,896627.37,-0.05,3.19,636829.89,9.74,11.49,1620422.72,FALSE
-3.93,7.17,995759.58,-5.45,11.85,1547821.53,0.31,3.99,906381.65,7.01,8.38,988698.39,1.54,8.68,1457867.09,1.09,2.75,780904.21,3.52,6.78,866478.05,1.63,4.00,758525.82,-0.53,5.16,896627.37,-0.05,3.19,636829.89,9.74,11.49,1620422.72,-4.33,12.52,1749691.00,TRUE
-5.45,11.85,1547821.53,0.31,3.99,906381.65,7.01,8.38,988698.39,1.54,8.68,1457867.09,1.09,2.75,780904.21,3.52,6.78,866478.05,1.63,4.00,758525.82,-0.53,5.16,896627.37,-0.05,3.19,636829.89,9.74,11.49,1620422.72,-4.33,12.52,1749691.00,2.89,5.45,794913.96,TRUE
0.31,3.99,906381.65,7.01,8.38,988698.39,1.54,8.68,1457867.09,1.09,2.75,780904.21,3.52,6.78,866478.05,1.63,4.00,758525.82,-0.53,5.16,896627.37,-0.05,3.19,636829.89,9.74,11.49,1620422.72,-4.33,12.52,1749691.00,2.89,5.45,794913.96,0.89,2.38,443494.67,FALSE
7.01,8.38,988698.39,1.54,8.68,1457867.09,1.09,2.75,780904.21,3.52,6.78,866478.05,1.63,4.00,758525.82,-0.53,5.16,896627.37,-0.05,3.19,636829.89,9.74,11.49,1620422.72,-4.33,12.52,1749691.00,2.89,5.45,794913.96,0.89,2.38,443494.67,-1.88,7.54,748383.91,FALSE
1.54,8.68,1457867.09,1.09,2.75,780904.21,3.52,6.78,866478.05,1.63,4.00,758525.82,-0.53,5.16,896627.37,-0.05,3.19,636829.89,9.74,11.49,1620422.72,-4.33,12.52,1749691.00,2.89,5.45,794913.96,0.89,2.38,443494.67,-1.88,7.54,748383.91,-1.61,8.09,1114249.33,FALSE
1.09,2.75,780904.21,3.52,6.78,866478.05,1.63,4.00,758525.82,-0.53,5.16,896627.37,-0.05,3.19,636829.89,9.74,11.49,1620422.72,-4.33,12.52,1749691.00,2.89,5.45,794913.96,0.89,2.38,443494.67,-1.88,7.54,748383.91,-1.61,8.09,1114249.33,-0.57,5.31,640644.66,FALSE
3.52,6.78,866478.05,1.63,4.00,758525.82,-0.53,5.16,896627.37,-0.05,3.19,636829.89,9.74,11.49,1620422.72,-4.33,12.52,1749691.00,2.89,5.45,794913.96,0.89,2.38,443494.67,-1.88,7.54,748383.91,-1.61,8.09,1114249.33,-0.57,5.31,640644.66,-3.08,6.61,862700.68,TRUE
1.63,4.00,758525.82,-0.53,5.16,896627.37,-0.05,3.19,636829.89,9.74,11.49,1620422.72,-4.33,12.52,1749691.00,2.89,5.45,794913.96,0.89,2.38,443494.67,-1.88,7.54,748383.91,-1.61,8.09,1114249.33,-0.57,5.31,640644.66,-3.08,6.61,862700.68,6.58,9.50,1305778.74,FALSE
-0.53,5.16,896627.37,-0.05,3.19,636829.89,9.74,11.49,1620422.72,-4.33,12.52,1749691.00,2.89,5.45,794913.96,0.89,2.38,443494.67,-1.88,7.54,748383.91,-1.61,8.09,1114249.33,-0.57,5.31,640644.66,-3.08,6.61,862700.68,6.58,9.50,1305778.74,-0.33,4.69,917908.19,FALSE
-0.05,3.19,636829.89,9.74,11.49,1620422.72,-4.33,12.52,1749691.00,2.89,5.45,794913.96,0.89,2.38,443494.67,-1.88,7.54,748383.91,-1.61,8.09,1114249.33,-0.57,5.31,640644.66,-3.08,6.61,862700.68,6.58,9.50,1305778.74,-0.33,4.69,917908.19,-0.59,2.98,587871.98,FALSE
9.74,11.49,1620422.72,-4.33,12.52,1749691.00,2.89,5.45,794913.96,0.89,2.38,443494.67,-1.88,7.54,748383.91,-1.61,8.09,1114249.33,-0.57,5.31,640644.66,-3.08,6.61,862700.68,6.58,9.50,1305778.74,-0.33,4.69,917908.19,-0.59,2.98,587871.98,-10.73,17.03,1473226.05,FALSE
-4.33,12.52,1749691.00,2.89,5.45,794913.96,0.89,2.38,443494.67,-1.88,7.54,748383.91,-1.61,8.09,1114249.33,-0.57,5.31,640644.66,-3.08,6.61,862700.68,6.58,9.50,1305778.74,-0.33,4.69,917908.19,-0.59,2.98,587871.98,-10.73,17.03,1473226.05,-1.01,9.94,1093299.82,TRUE
2.89,5.45,794913.96,0.89,2.38,443494.67,-1.88,7.54,748383.91,-1.61,8.09,1114249.33,-0.57,5.31,640644.66,-3.08,6.61,862700.68,6.58,9.50,1305778.74,-0.33,4.69,917908.19,-0.59,2.98,587871.98,-10.73,17.03,1473226.05,-1.01,9.94,1093299.82,2.13,3.64,669755.80,TRUE
0.89,2.38,443494.67,-1.88,7.54,748383.91,-1.61,8.09,1114249.33,-0.57,5.31,640644.66,-3.08,6.61,862700.68,6.58,9.50,1305778.74,-0.33,4.69,917908.19,-0.59,2.98,587871.98,-10.73,17.03,1473226.05,-1.01,9.94,1093299.82,2.13,3.64,669755.80,5.17,6.72,806143.01,TRUE
-1.88,7.54,748383.91,-1.61,8.09,1114249.33,-0.57,5.31,640644.66,-3.08,6.61,862700.68,6.58,9.50,1305778.74,-0.33,4.69,917908.19,-0.59,2.98,587871.98,-10.73,17.03,1473226.05,-1.01,9.94,1093299.82,2.13,3.64,669755.80,5.17,6.72,806143.01,1.84,5.29,1114700.25,FALSE
-1.61,8.09,1114249.33,-0.57,5.31,640644.66,-3.08,6.61,862700.68,6.58,9.50,1305778.74,-0.33,4.69,917908.19,-0.59,2.98,587871.98,-10.73,17.03,1473226.05,-1.01,9.94,1093299.82,2.13,3.64,669755.80,5.17,6.72,806143.01,1.84,5.29,1114700.25,-4.15,6.48,904749.64,TRUE
-0.57,5.31,640644.66,-3.08,6.61,862700.68,6.58,9.50,1305778.74,-0.33,4.69,917908.19,-0.59,2.98,587871.98,-10.73,17.03,1473226.05,-1.01,9.94,1093299.82,2.13,3.64,669755.80,5.17,6.72,806143.01,1.84,5.29,1114700.25,-4.15,6.48,904749.64,2.86,5.33,669900.04,TRUE
-3.08,6.61,862700.68,6.58,9.50,1305778.74,-0.33,4.69,917908.19,-0.59,2.98,587871.98,-10.73,17.03,1473226.05,-1.01,9.94,1093299.82,2.13,3.64,669755.80,5.17,6.72,806143.01,1.84,5.29,1114700.25,-4.15,6.48,904749.64,2.86,5.33,669900.04,3.27,5.09,708711.89,TRUE
6.58,9.50,1305778.74,-0.33,4.69,917908.19,-0.59,2.98,587871.98,-10.73,17.03,1473226.05,-1.01,9.94,1093299.82,2.13,3.64,669755.80,5.17,6.72,806143.01,1.84,5.29,1114700.25,-4.15,6.48,904749.64,2.86,5.33,669900.04,3.27,5.09,708711.89,3.81,4.86,1064139.25,FALSE
-0.33,4.69,917908.19,-0.59,2.98,587871.98,-10.73,17.03,1473226.05,-1.01,9.94,1093299.82,2.13,3.64,669755.80,5.17,6.72,806143.01,1.84,5.29,1114700.25,-4.15,6.48,904749.64,2.86,5.33,669900.04,3.27,5.09,708711.89,3.81,4.86,1064139.25,-0.16,3.10,643702.99,FALSE
-0.59,2.98,587871.98,-10.73,17.03,1473226.05,-1.01,9.94,1093299.82,2.13,3.64,669755.80,5.17,6.72,806143.01,1.84,5.29,1114700.25,-4.15,6.48,904749.64,2.86,5.33,669900.04,3.27,5.09,708711.89,3.81,4.86,1064139.25,-0.16,3.10,643702.99,-2.15,5.62,679532.61,FALSE
-10.73,17.03,1473226.05,-1.01,9.94,1093299.82,2.13,3.64,669755.80,5.17,6.72,806143.01,1.84,5.29,1114700.25,-4.15,6.48,904749.64,2.86,5.33,669900.04,3.27,5.09,708711.89,3.81,4.86,1064139.25,-0.16,3.10,643702.99,-2.15,5.62,679532.61,-5.36,10.40,1003923.43,TRUE
-1.01,9.94,1093299.82,2.13,3.64,669755.80,5.17,6.72,806143.01,1.84,5.29,1114700.25,-4.15,6.48,904749.64,2.86,5.33,669900.04,3.27,5.09,708711.89,3.81,4.86,1064139.25,-0.16,3.10,643702.99,-2.15,5.62,679532.61,-5.36,10.40,1003923.43,4.35,6.60,787672.36,FALSE
2.13,3.64,669755.80,5.17,6.72,806143.01,1.84,5.29,1114700.25,-4.15,6.48,904749.64,2.86,5.33,669900.04,3.27,5.09,708711.89,3.81,4.86,1064139.25,-0.16,3.10,643702.99,-2.15,5.62,679532.61,-5.36,10.40,1003923.43,4.35,6.60,787672.36,-0.37,3.25,478559.92,FALSE
5.17,6.72,806143.01,1.84,5.29,1114700.25,-4.15,6.48,904749.64,2.86,5.33,669900.04,3.27,5.09,708711.89,3.81,4.86,1064139.25,-0.16,3.10,643702.99,-2.15,5.62,679532.61,-5.36,10.40,1003923.43,4.35,6.60,787672.36,-0.37,3.25,478559.92,-3.24,5.54,673535.06,TRUE
1.84,5.29,1114700.25,-4.15,6.48,904749.64,2.86,5.33,669900.04,3.27,5.09,708711.89,3.81,4.86,1064139.25,-0.16,3.10,643702.99,-2.15,5.62,679532.61,-5.36,10.40,1003923.43,4.35,6.60,787672.36,-0.37,3.25,478559.92,-3.24,5.54,673535.06,2.13,3.87,469931.62,FALSE
-4.15,6.48,904749.64,2.86,5.33,669900.04,3.27,5.09,708711.89,3.81,4.86,1064139.25,-0.16,3.10,643702.99,-2.15,5.62,679532.61,-5.36,10.40,1003923.43,4.35,6.60,787672.36,-0.37,3.25,478559.92,-3.24,5.54,673535.06,2.13,3.87,469931.62,-1.63,4.11,477176.74,TRUE
2.86,5.33,669900.04,3.27,5.09,708711.89,3.81,4.86,1064139.25,-0.16,3.10,643702.99,-2.15,5.62,679532.61,-5.36,10.40,1003923.43,4.35,6.60,787672.36,-0.37,3.25,478559.92,-3.24,5.54,673535.06,2.13,3.87,469931.62,-1.63,4.11,477176.74,3.67,3.83,494816.73,TRUE
3.27,5.09,708711.89,3.81,4.86,1064139.25,-0.16,3.10,643702.99,-2.15,5.62,679532.61,-5.36,10.40,1003923.43,4.35,6.60,787672.36,-0.37,3.25,478559.92,-3.24,5.54,673535.06,2.13,3.87,469931.62,-1.63,4.11,477176.74,3.67,3.83,494816.73,5.72,7.73,643945.98,TRUE
3.81,4.86,1064139.25,-0.16,3.10,643702.99,-2.15,5.62,679532.61,-5.36,10.40,1003923.43,4.35,6.60,787672.36,-0.37,3.25,478559.92,-3.24,5.54,673535.06,2.13,3.87,469931.62,-1.63,4.11,477176.74,3.67,3.83,494816.73,5.72,7.73,643945.98,0.20,3.32,603058.08,TRUE
-0.16,3.10,643702.99,-2.15,5.62,679532.61,-5.36,10.40,1003923.43,4.35,6.60,787672.36,-0.37,3.25,478559.92,-3.24,5.54,673535.06,2.13,3.87,469931.62,-1.63,4.11,477176.74,3.67,3.83,494816.73,5.72,7.73,643945.98,0.20,3.32,603058.08,10.44,12.89,1019550.75,FALSE
-2.15,5.62,679532.61,-5.36,10.40,1003923.43,4.35,6.60,787672.36,-0.37,3.25,478559.92,-3.24,5.54,673535.06,2.13,3.87,469931.62,-1.63,4.11,477176.74,3.67,3.83,494816.73,5.72,7.73,643945.98,0.20,3.32,603058.08,10.44,12.89,1019550.75,-4.98,6.89,821608.69,TRUE
-5.36,10.40,1003923.43,4.35,6.60,787672.36,-0.37,3.25,478559.92,-3.24,5.54,673535.06,2.13,3.87,469931.62,-1.63,4.11,477176.74,3.67,3.83,494816.73,5.72,7.73,643945.98,0.20,3.32,603058.08,10.44,12.89,1019550.75,-4.98,6.89,821608.69,7.20,8.68,823816.70,FALSE
4.35,6.60,787672.36,-0.37,3.25,478559.92,-3.24,5.54,673535.06,2.13,3.87,469931.62,-1.63,4.11,477176.74,3.67,3.83,494816.73,5.72,7.73,643945.98,0.20,3.32,603058.08,10.44,12.89,1019550.75,-4.98,6.89,821608.69,7.20,8.68,823816.70,-4.24,12.80,955520.92,TRUE
-0.37,3.25,478559.92,-3.24,5.54,673535.06,2.13,3.87,469931.62,-1.63,4.11,477176.74,3.67,3.83,494816.73,5.72,7.73,643945.98,0.20,3.32,603058.08,10.44,12.89,1019550.75,-4.98,6.89,821608.69,7.20,8.68,823816.70,-4.24,12.80,955520.92,2.86,5.28,502928.13,FALSE
-3.24,5.54,673535.06,2.13,3.87,469931.62,-1.63,4.11,477176.74,3.67,3.83,494816.73,5.72,7.73,643945.98,0.20,3.32,603058.08,10.44,12.89,1019550.75,-4.98,6.89,821608.69,7.20,8.68,823816.70,-4.24,12.80,955520.92,2.86,5.28,502928.13,-0.54,4.49,669369.34,FALSE
2.13,3.87,469931.62,-1.63,4.11,477176.74,3.67,3.83,494816.73,5.72,7.73,643945.98,0.20,3.32,603058.08,10.44,12.89,1019550.75,-4.98,6.89,821608.69,7.20,8.68,823816.70,-4.24,12.80,955520.92,2.86,5.28,502928.13,-0.54,4.49,669369.34,-1.31,3.65,502547.41,TRUE
-1.63,4.11,477176.74,3.67,3.83,494816.73,5.72,7.73,643945.98,0.20,3.32,603058.08,10.44,12.89,1019550.75,-4.98,6.89,821608.69,7.20,8.68,823816.70,-4.24,12.80,955520.92,2.86,5.28,502928.13,-0.54,4.49,669369.34,-1.31,3.65,502547.41,0.79,2.89,389423.08,TRUE
3.67,3.83,494816.73,5.72,7.73,643945.98,0.20,3.32,603058.08,10.44,12.89,1019550.75,-4.98,6.89,821608.69,7.20,8.68,823816.70,-4.24,12.80,955520.92,2.86,5.28,502928.13,-0.54,4.49,669369.34,-1.31,3.65,502547.41,0.79,2.89,389423.08,1.08,4.59,571102.56,TRUE
5.72,7.73,643945.98,0.20,3.32,603058.08,10.44,12.89,1019550.75,-4.98,6.89,821608.69,7.20,8.68,823816.70,-4.24,12.80,955520.92,2.86,5.28,502928.13,-0.54,4.49,669369.34,-1.31,3.65,502547.41,0.79,2.89,389423.08,1.08,4.59,571102.56,0.75,2.96,383116.55,FALSE
0.20,3.32,603058.08,10.44,12.89,1019550.75,-4.98,6.89,821608.69,7.20,8.68,823816.70,-4.24,12.80,955520.92,2.86,5.28,502928.13,-0.54,4.49,669369.34,-1.31,3.65,502547.41,0.79,2.89,389423.08,1.08,4.59,571102.56,0.75,2.96,383116.55,-1.04,4.97,420327.17,TRUE
10.44,12.89,1019550.75,-4.98,6.89,821608.69,7.20,8.68,823816.70,-4.24,12.80,955520.92,2.86,5.28,502928.13,-0.54,4.49,669369.34,-1.31,3.65,502547.41,0.79,2.89,389423.08,1.08,4.59,571102.56,0.75,2.96,383116.55,-1.04,4.97,420327.17,1.64,3.42,431285.62,FALSE
-4.98,6.89,821608.69,7.20,8.68,823816.70,-4.24,12.80,955520.92,2.86,5.28,502928.13,-0.54,4.49,669369.34,-1.31,3.65,502547.41,0.79,2.89,389423.08,1.08,4.59,571102.56,0.75,2.96,383116.55,-1.04,4.97,420327.17,1.64,3.42,431285.62,-6.97,10.56,816456.89,TRUE
7.20,8.68,823816.70,-4.24,12.80,955520.92,2.86,5.28,502928.13,-0.54,4.49,669369.34,-1.31,3.65,502547.41,0.79,2.89,389423.08,1.08,4.59,571102.56,0.75,2.96,383116.55,-1.04,4.97,420327.17,1.64,3.42,431285.62,-6.97,10.56,816456.89,3.08,4.90,446515.34,TRUE
-4.24,12.80,955520.92,2.86,5.28,502928.13,-0.54,4.49,669369.34,-1.31,3.65,502547.41,0.79,2.89,389423.08,1.08,4.59,571102.56,0.75,2.96,383116.55,-1.04,4.97,420327.17,1.64,3.42,431285.62,-6.97,10.56,816456.89,3.08,4.90,446515.34,0.24,1.73,253797.78,FALSE
2.86,5.28,502928.13,-0.54,4.49,669369.34,-1.31,3.65,502547.41,0.79,2.89,389423.08,1.08,4.59,571102.56,0.75,2.96,383116.55,-1.04,4.97,420327.17,1.64,3.42,431285.62,-6.97,10.56,816456.89,3.08,4.90,446515.34,0.24,1.73,253797.78,-2.67,3.81,304943.21,FALSE
-0.54,4.49,669369.34,-1.31,3.65,502547.41,0.79,2.89,389423.08,1.08,4.59,571102.56,0.75,2.96,383116.55,-1.04,4.97,420327.17,1.64,3.42,431285.62,-6.97,10.56,816456.89,3.08,4.90,446515.34,0.24,1.73,253797.78,-2.67,3.81,304943.21,-0.38,7.00,875026.92,TRUE
-1.31,3.65,502547.41,0.79,2.89,389423.08,1.08,4.59,571102.56,0.75,2.96,383116.55,-1.04,4.97,420327.17,1.64,3.42,431285.62,-6.97,10.56,816456.89,3.08,4.90,446515.34,0.24,1.73,253797.78,-2.67,3.81,304943.21,-0.38,7.00,875026.92,1.92,3.19,499194.67,FALSE
