V1,HLV1,VO1,V2,HLV2,VO2,V3,HLV3,VO3,V4,HLV4,VO4,V5,HLV5,VO5,V6,HLV6,VO6,V7,HLV7,VO7,V8,HLV8,VO8,V9,HLV9,VO9,V10,HLV10,VO10,V11,HLV11,VO11,V12,HLV12,VO12,UP?
1.86,4.77,271850.21,-1.25,2.43,253375.49,-1.17,3.43,232525.95,4.94,6.10,281020.65,2.69,5.43,318323.29,-2.38,4.74,324275.47,-1.55,7.03,336993.14,-0.88,4.49,302663.37,5.06,7.34,294944.44,-0.13,3.62,153300.06,-2.17,3.72,274753.70,-1.31,3.41,330102.19,FALSE
-1.25,2.43,253375.49,-1.17,3.43,232525.95,4.94,6.10,281020.65,2.69,5.43,318323.29,-2.38,4.74,324275.47,-1.55,7.03,336993.14,-0.88,4.49,302663.37,5.06,7.34,294944.44,-0.13,3.62,153300.06,-2.17,3.72,274753.70,-1.31,3.41,330102.19,-19.86,26.70,528734.32,TRUE
-1.17,3.43,232525.95,4.94,6.10,281020.65,2.69,5.43,318323.29,-2.38,4.74,324275.47,-1.55,7.03,336993.14,-0.88,4.49,302663.37,5.06,7.34,294944.44,-0.13,3.62,153300.06,-2.17,3.72,274753.70,-1.31,3.41,330102.19,-19.86,26.70,528734.32,0.62,10.00,552996.87,FALSE
4.94,6.10,281020.65,2.69,5.43,318323.29,-2.38,4.74,324275.47,-1.55,7.03,336993.14,-0.88,4.49,302663.37,5.06,7.34,294944.44,-0.13,3.62,153300.06,-2.17,3.72,274753.70,-1.31,3.41,330102.19,-19.86,26.70,528734.32,0.62,10.00,552996.87,-6.32,9.93,398379.82,FALSE
2.69,5.43,318323.29,-2.38,4.74,324275.47,-1.55,7.03,336993.14,-0.88,4.49,302663.37,5.06,7.34,294944.44,-0.13,3.62,153300.06,-2.17,3.72,274753.70,-1.31,3.41,330102.19,-19.86,26.70,528734.32,0.62,10.00,552996.87,-6.32,9.93,398379.82,-8.59,15.89,318859.85,FALSE
-2.38,4.74,324275.47,-1.55,7.03,336993.14,-0.88,4.49,302663.37,5.06,7.34,294944.44,-0.13,3.62,153300.06,-2.17,3.72,274753.70,-1.31,3.41,330102.19,-19.86,26.70,528734.32,0.62,10.00,552996.87,-6.32,9.93,398379.82,-8.59,15.89,318859.85,-0.54,12.74,429255.03,TRUE
-1.55,7.03,336993.14,-0.88,4.49,302663.37,5.06,7.34,294944.44,-0.13,3.62,153300.06,-2.17,3.72,274753.70,-1.31,3.41,330102.19,-19.86,26.70,528734.32,0.62,10.00,552996.87,-6.32,9.93,398379.82,-8.59,15.89,318859.85,-0.54,12.74,429255.03,0.52,8.72,418489.87,FALSE
-0.88,4.49,302663.37,5.06,7.34,294944.44,-0.13,3.62,153300.06,-2.17,3.72,274753.70,-1.31,3.41,330102.19,-19.86,26.70,528734.32,0.62,10.00,552996.87,-6.32,9.93,398379.82,-8.59,15.89,318859.85,-0.54,12.74,429255.03,0.52,8.72,418489.87,-6.10,13.65,476745.79,FALSE
5.06,7.34,294944.44,-0.13,3.62,153300.06,-2.17,3.72,274753.70,-1.31,3.41,330102.19,-19.86,26.70,528734.32,0.62,10.00,552996.87,-6.32,9.93,398379.82,-8.59,15.89,318859.85,-0.54,12.74,429255.03,0.52,8.72,418489.87,-6.10,13.65,476745.79,-1.09,10.70,504047.79,TRUE
-0.13,3.62,153300.06,-2.17,3.72,274753.70,-1.31,3.41,330102.19,-19.86,26.70,528734.32,0.62,10.00,552996.87,-6.32,9.93,398379.82,-8.59,15.89,318859.85,-0.54,12.74,429255.03,0.52,8.72,418489.87,-6.10,13.65,476745.79,-1.09,10.70,504047.79,15.02,17.39,739503.34,FALSE
-2.17,3.72,274753.70,-1.31,3.41,330102.19,-19.86,26.70,528734.32,0.62,10.00,552996.87,-6.32,9.93,398379.82,-8.59,15.89,318859.85,-0.54,12.74,429255.03,0.52,8.72,418489.87,-6.10,13.65,476745.79,-1.09,10.70,504047.79,15.02,17.39,739503.34,-0.99,10.66,833945.83,TRUE
-1.31,3.41,330102.19,-19.86,26.70,528734.32,0.62,10.00,552996.87,-6.32,9.93,398379.82,-8.59,15.89,318859.85,-0.54,12.74,429255.03,0.52,8.72,418489.87,-6.10,13.65,476745.79,-1.09,10.70,504047.79,15.02,17.39,739503.34,-0.99,10.66,833945.83,6.11,9.53,441046.53,FALSE
-19.86,26.70,528734.32,0.62,10.00,552996.87,-6.32,9.93,398379.82,-8.59,15.89,318859.85,-0.54,12.74,429255.03,0.52,8.72,418489.87,-6.10,13.65,476745.79,-1.09,10.70,504047.79,15.02,17.39,739503.34,-0.99,10.66,833945.83,6.11,9.53,441046.53,-0.65,7.40,425538.58,FALSE
0.62,10.00,552996.87,-6.32,9.93,398379.82,-8.59,15.89,318859.85,-0.54,12.74,429255.03,0.52,8.72,418489.87,-6.10,13.65,476745.79,-1.09,10.70,504047.79,15.02,17.39,739503.34,-0.99,10.66,833945.83,6.11,9.53,441046.53,-0.65,7.40,425538.58,-10.93,16.94,825020.77,TRUE
-6.32,9.93,398379.82,-8.59,15.89,318859.85,-0.54,12.74,429255.03,0.52,8.72,418489.87,-6.10,13.65,476745.79,-1.09,10.70,504047.79,15.02,17.39,739503.34,-0.99,10.66,833945.83,6.11,9.53,441046.53,-0.65,7.40,425538.58,-10.93,16.94,825020.77,6.07,11.37,584366.15,TRUE
-8.59,15.89,318859.85,-0.54,12.74,429255.03,0.52,8.72,418489.87,-6.10,13.65,476745.79,-1.09,10.70,504047.79,15.02,17.39,739503.34,-0.99,10.66,833945.83,6.11,9.53,441046.53,-0.65,7.40,425538.58,-10.93,16.94,825020.77,6.07,11.37,584366.15,0.66,8.74,496100.47,TRUE
-0.54,12.74,429255.03,0.52,8.72,418489.87,-6.10,13.65,476745.79,-1.09,10.70,504047.79,15.02,17.39,739503.34,-0.99,10.66,833945.83,6.11,9.53,441046.53,-0.65,7.40,425538.58,-10.93,16.94,825020.77,6.07,11.37,584366.15,0.66,8.74,496100.47,6.77,10.27,573632.24,TRUE
0.52,8.72,418489.87,-6.10,13.65,476745.79,-1.09,10.70,504047.79,15.02,17.39,739503.34,-0.99,10.66,833945.83,6.11,9.53,441046.53,-0.65,7.40,425538.58,-10.93,16.94,825020.77,6.07,11.37,584366.15,0.66,8.74,496100.47,6.77,10.27,573632.24,10.59,14.25,841029.13,FALSE
-6.10,13.65,476745.79,-1.09,10.70,504047.79,15.02,17.39,739503.34,-0.99,10.66,833945.83,6.11,9.53,441046.53,-0.65,7.40,425538.58,-10.93,16.94,825020.77,6.07,11.37,584366.15,0.66,8.74,496100.47,6.77,10.27,573632.24,10.59,14.25,841029.13,-2.69,9.64,423740.74,TRUE
-1.09,10.70,504047.79,15.02,17.39,739503.34,-0.99,10.66,833945.83,6.11,9.53,441046.53,-0.65,7.40,425538.58,-10.93,16.94,825020.77,6.07,11.37,584366.15,0.66,8.74,496100.47,6.77,10.27,573632.24,10.59,14.25,841029.13,-2.69,9.64,423740.74,1.45,5.37,235214.15,FALSE
15.02,17.39,739503.34,-0.99,10.66,833945.83,6.11,9.53,441046.53,-0.65,7.40,425538.58,-10.93,16.94,825020.77,6.07,11.37,584366.15,0.66,8.74,496100.47,6.77,10.27,573632.24,10.59,14.25,841029.13,-2.69,9.64,423740.74,1.45,5.37,235214.15,-6.74,9.28,350139.15,FALSE
-0.99,10.66,833945.83,6.11,9.53,441046.53,-0.65,7.40,425538.58,-10.93,16.94,825020.77,6.07,11.37,584366.15,0.66,8.74,496100.47,6.77,10.27,573632.24,10.59,14.25,841029.13,-2.69,9.64,423740.74,1.45,5.37,235214.15,-6.74,9.28,350139.15,-3.70,12.03,710650.71,FALSE
6.11,9.53,441046.53,-0.65,7.40,425538.58,-10.93,16.94,825020.77,6.07,11.37,584366.15,0.66,8.74,496100.47,6.77,10.27,573632.24,10.59,14.25,841029.13,-2.69,9.64,423740.74,1.45,5.37,235214.15,-6.74,9.28,350139.15,-3.70,12.03,710650.71,-2.31,7.76,613754.28,TRUE
-0.65,7.40,425538.58,-10.93,16.94,825020.77,6.07,11.37,584366.15,0.66,8.74,496100.47,6.77,10.27,573632.24,10.59,14.25,841029.13,-2.69,9.64,423740.74,1.45,5.37,235214.15,-6.74,9.28,350139.15,-3.70,12.03,710650.71,-2.31,7.76,613754.28,6.88,14.14,582274.44,FALSE
-10.93,16.94,825020.77,6.07,11.37,584366.15,0.66,8.74,496100.47,6.77,10.27,573632.24,10.59,14.25,841029.13,-2.69,9.64,423740.74,1.45,5.37,235214.15,-6.74,9.28,350139.15,-3.70,12.03,710650.71,-2.31,7.76,613754.28,6.88,14.14,582274.44,-3.17,8.76,618434.62,TRUE
6.07,11.37,584366.15,0.66,8.74,496100.47,6.77,10.27,573632.24,10.59,14.25,841029.13,-2.69,9.64,423740.74,1.45,5.37,235214.15,-6.74,9.28,350139.15,-3.70,12.03,710650.71,-2.31,7.76,613754.28,6.88,14.14,582274.44,-3.17,8.76,618434.62,4.39,11.01,604000.96,TRUE
0.66,8.74,496100.47,6.77,10.27,573632.24,10.59,14.25,841029.13,-2.69,9.64,423740.74,1.45,5.37,235214.15,-6.74,9.28,350139.15,-3.70,12.03,710650.71,-2.31,7.76,613754.28,6.88,14.14,582274.44,-3.17,8.76,618434.62,4.39,11.01,604000.96,0.57,5.52,432195.44,FALSE
6.77,10.27,573632.24,10.59,14.25,841029.13,-2.69,9.64,423740.74,1.45,5.37,235214.15,-6.74,9.28,350139.15,-3.70,12.03,710650.71,-2.31,7.76,613754.28,6.88,14.14,582274.44,-3.17,8.76,618434.62,4.39,11.01,604000.96,0.57,5.52,432195.44,-0.61,5.09,322900.46,FALSE
10.59,14.25,841029.13,-2.69,9.64,423740.74,1.45,5.37,235214.15,-6.74,9.28,350139.15,-3.70,12.03,710650.71,-2.31,7.76,613754.28,6.88,14.14,582274.44,-3.17,8.76,618434.62,4.39,11.01,604000.96,0.57,5.52,432195.44,-0.61,5.09,322900.46,-2.56,4.09,401305.33,FALSE
-2.69,9.64,423740.74,1.45,5.37,235214.15,-6.74,9.28,350139.15,-3.70,12.03,710650.71,-2.31,7.76,613754.28,6.88,14.14,582274.44,-3.17,8.76,618434.62,4.39,11.01,604000.96,0.57,5.52,432195.44,-0.61,5.09,322900.46,-2.56,4.09,401305.33,-2.18,4.58,275609.26,TRUE
1.45,5.37,235214.15,-6.74,9.28,350139.15,-3.70,12.03,710650.71,-2.31,7.76,613754.28,6.88,14.14,582274.44,-3.17,8.76,618434.62,4.39,11.01,604000.96,0.57,5.52,432195.44,-0.61,5.09,322900.46,-2.56,4.09,401305.33,-2.18,4.58,275609.26,0.90,3.49,158137.43,TRUE
-6.74,9.28,350139.15,-3.70,12.03,710650.71,-2.31,7.76,613754.28,6.88,14.14,582274.44,-3.17,8.76,618434.62,4.39,11.01,604000.96,0.57,5.52,432195.44,-0.61,5.09,322900.46,-2.56,4.09,401305.33,-2.18,4.58,275609.26,0.90,3.49,158137.43,2.56,5.65,137730.36,FALSE
-3.70,12.03,710650.71,-2.31,7.76,613754.28,6.88,14.14,582274.44,-3.17,8.76,618434.62,4.39,11.01,604000.96,0.57,5.52,432195.44,-0.61,5.09,322900.46,-2.56,4.09,401305.33,-2.18,4.58,275609.26,0.90,3.49,158137.43,2.56,5.65,137730.36,-1.30,2.56,100257.57,TRUE
-2.31,7.76,613754.28,6.88,14.14,582274.44,-3.17,8.76,618434.62,4.39,11.01,604000.96,0.57,5.52,432195.44,-0.61,5.09,322900.46,-2.56,4.09,401305.33,-2.18,4.58,275609.26,0.90,3.49,158137.43,2.56,5.65,137730.36,-1.30,2.56,100257.57,0.33,2.83,74733.67,TRUE
6.88,14.14,582274.44,-3.17,8.76,618434.62,4.39,11.01,604000.96,0.57,5.52,432195.44,-0.61,5.09,322900.46,-2.56,4.09,401305.33,-2.18,4.58,275609.26,0.90,3.49,158137.43,2.56,5.65,137730.36,-1.30,2.56,100257.57,0.33,2.83,74733.67,1.66,3.79,210989.42,FALSE
-3.17,8.76,618434.62,4.39,11.01,604000.96,0.57,5.52,432195.44,-0.61,5.09,322900.46,-2.56,4.09,401305.33,-2.18,4.58,275609.26,0.90,3.49,158137.43,2.56,5.65,137730.36,-1.30,2.56,100257.57,0.33,2.83,74733.67,1.66,3.79,210989.42,-0.70,1.97,100246.18,FALSE
4.39,11.01,604000.96,0.57,5.52,432195.44,-0.61,5.09,322900.46,-2.56,4.09,401305.33,-2.18,4.58,275609.26,0.90,3.49,158137.43,2.56,5.65,137730.36,-1.30,2.56,100257.57,0.33,2.83,74733.67,1.66,3.79,210989.42,-0.70,1.97,100246.18,-0.73,2.11,122748.21,FALSE
0.57,5.52,432195.44,-0.61,5.09,322900.46,-2.56,4.09,401305.33,-2.18,4.58,275609.26,0.90,3.49,158137.43,2.56,5.65,137730.36,-1.30,2.56,100257.57,0.33,2.83,74733.67,1.66,3.79,210989.42,-0.70,1.97,100246.18,-0.73,2.11,122748.21,-15.49,20.05,497258.83,TRUE
-0.61,5.09,322900.46,-2.56,4.09,401305.33,-2.18,4.58,275609.26,0.90,3.49,158137.43,2.56,5.65,137730.36,-1.30,2.56,100257.57,0.33,2.83,74733.67,1.66,3.79,210989.42,-0.70,1.97,100246.18,-0.73,2.11,122748.21,-15.49,20.05,497258.83,2.82,6.23,216448.39,TRUE
-2.56,4.09,401305.33,-2.18,4.58,275609.26,0.90,3.49,158137.43,2.56,5.65,137730.36,-1.30,2.56,100257.57,0.33,2.83,74733.67,1.66,3.79,210989.42,-0.70,1.97,100246.18,-0.73,2.11,122748.21,-15.49,20.05,497258.83,2.82,6.23,216448.39,2.20,3.32,107215.53,FALSE
-2.18,4.58,275609.26,0.90,3.49,158137.43,2.56,5.65,137730.36,-1.30,2.56,100257.57,0.33,2.83,74733.67,1.66,3.79,210989.42,-0.70,1.97,100246.18,-0.73,2.11,122748.21,-15.49,20.05,497258.83,2.82,6.23,216448.39,2.20,3.32,107215.53,-2.17,4.75,110554.19,TRUE
0.90,3.49,158137.43,2.56,5.65,137730.36,-1.30,2.56,100257.57,0.33,2.83,74733.67,1.66,3.79,210989.42,-0.70,1.97,100246.18,-0.73,2.11,122748.21,-15.49,20.05,497258.83,2.82,6.23,216448.39,2.20,3.32,107215.53,-2.17,4.75,110554.19,8.92,22.82,973857.75,TRUE
2.56,5.65,137730.36,-1.30,2.56,100257.57,0.33,2.83,74733.67,1.66,3.79,210989.42,-0.70,1.97,100246.18,-0.73,2.11,122748.21,-15.49,20.05,497258.83,2.82,6.23,216448.39,2.20,3.32,107215.53,-2.17,4.75,110554.19,8.92,22.82,973857.75,0.33,3.97,145980.10,FALSE
-1.30,2.56,100257.57,0.33,2.83,74733.67,1.66,3.79,210989.42,-0.70,1.97,100246.18,-0.73,2.11,122748.21,-15.49,20.05,497258.83,2.82,6.23,216448.39,2.20,3.32,107215.53,-2.17,4.75,110554.19,8.92,22.82,973857.75,0.33,3.97,145980.10,-1.09,3.33,153768.85,FALSE
0.33,2.83,74733.67,1.66,3.79,210989.42,-0.70,1.97,100246.18,-0.73,2.11,122748.21,-15.49,20.05,497258.83,2.82,6.23,216448.39,2.20,3.32,107215.53,-2.17,4.75,110554.19,8.92,22.82,973857.75,0.33,3.97,145980.10,-1.09,3.33,153768.85,-3.13,5.78,150229.60,FALSE
1.66,3.79,210989.42,-0.70,1.97,100246.18,-0.73,2.11,122748.21,-15.49,20.05,497258.83,2.82,6.23,216448.39,2.20,3.32,107215.53,-2.17,4.75,110554.19,8.92,22.82,973857.75,0.33,3.97,145980.10,-1.09,3.33,153768.85,-3.13,5.78,150229.60,-0.61,1.86,254660.49,TRUE
-0.70,1.97,100246.18,-0.73,2.11,122748.21,-15.49,20.05,497258.83,2.82,6.23,216448.39,2.20,3.32,107215.53,-2.17,4.75,110554.19,8.92,22.82,973857.75,0.33,3.97,145980.10,-1.09,3.33,153768.85,-3.13,5.78,150229.60,-0.61,1.86,254660.49,1.37,3.01,62376.70,FALSE
-0.73,2.11,122748.21,-15.49,20.05,497258.83,2.82,6.23,216448.39,2.20,3.32,107215.53,-2.17,4.75,110554.19,8.92,22.82,973857.75,0.33,3.97,145980.10,-1.09,3.33,153768.85,-3.13,5.78,150229.60,-0.61,1.86,254660.49,1.37,3.01,62376.70,-0.20,2.54,83277.36,FALSE
-15.49,20.05,497258.83,2.82,6.23,216448.39,2.20,3.32,107215.53,-2.17,4.75,110554.19,8.92,22.82,973857.75,0.33,3.97,145980.10,-1.09,3.33,153768.85,-3.13,5.78,150229.60,-0.61,1.86,254660.49,1.37,3.01,62376.70,-0.20,2.54,83277.36,-0.38,2.10,206046.90,FALSE
2.82,6.23,216448.39,2.20,3.32,107215.53,-2.17,4.75,110554.19,8.92,22.82,973857.75,0.33,3.97,145980.10,-1.09,3.33,153768.85,-3.13,5.78,150229.60,-0.61,1.86,254660.49,1.37,3.01,62376.70,-0.20,2.54,83277.36,-0.38,2.10,206046.90,-0.40,2.80,112753.04,FALSE
2.20,3.32,107215.53,-2.17,4.75,110554.19,8.92,22.82,973857.75,0.33,3.97,145980.10,-1.09,3.33,153768.85,-3.13,5.78,150229.60,-0.61,1.86,254660.49,1.37,3.01,62376.70,-0.20,2.54,83277.36,-0.38,2.10,206046.90,-0.40,2.80,112753.04,-0.24,1.57,97128.83,FALSE
-2.17,4.75,110554.19,8.92,22.82,973857.75,0.33,3.97,145980.10,-1.09,3.33,153768.85,-3.13,5.78,150229.60,-0.61,1.86,254660.49,1.37,3.01,62376.70,-0.20,2.54,83277.36,-0.38,2.10,206046.90,-0.40,2.80,112753.04,-0.24,1.57,97128.83,-0.69,1.51,77411.57,TRUE
8.92,22.82,973857.75,0.33,3.97,145980.10,-1.09,3.33,153768.85,-3.13,5.78,150229.60,-0.61,1.86,254660.49,1.37,3.01,62376.70,-0.20,2.54,83277.36,-0.38,2.10,206046.90,-0.40,2.80,112753.04,-0.24,1.57,97128.83,-0.69,1.51,77411.57,0.53,2.96,91143.83,FALSE
0.33,3.97,145980.10,-1.09,3.33,153768.85,-3.13,5.78,150229.60,-0.61,1.86,254660.49,1.37,3.01,62376.70,-0.20,2.54,83277.36,-0.38,2.10,206046.90,-0.40,2.80,112753.04,-0.24,1.57,97128.83,-0.69,1.51,77411.57,0.53,2.96,91143.83,-0.23,1.51,50235.68,TRUE
-1.09,3.33,153768.85,-3.13,5.78,150229.60,-0.61,1.86,254660.49,1.37,3.01,62376.70,-0.20,2.54,83277.36,-0.38,2.10,206046.90,-0.40,2.80,112753.04,-0.24,1.57,97128.83,-0.69,1.51,77411.57,0.53,2.96,91143.83,-0.23,1.51,50235.68,0.26,1.14,44394.83,FALSE
-3.13,5.78,150229.60,-0.61,1.86,254660.49,1.37,3.01,62376.70,-0.20,2.54,83277.36,-0.38,2.10,206046.90,-0.40,2.80,112753.04,-0.24,1.57,97128.83,-0.69,1.51,77411.57,0.53,2.96,91143.83,-0.23,1.51,50235.68,0.26,1.14,44394.83,-3.92,5.23,118281.82,TRUE
-0.61,1.86,254660.49,1.37,3.01,62376.70,-0.20,2.54,83277.36,-0.38,2.10,206046.90,-0.40,2.80,112753.04,-0.24,1.57,97128.83,-0.69,1.51,77411.57,0.53,2.96,91143.83,-0.23,1.51,50235.68,0.26,1.14,44394.83,-3.92,5.23,118281.82,0.16,1.37,83633.81,TRUE
1.37,3.01,62376.70,-0.20,2.54,83277.36,-0.38,2.10,206046.90,-0.40,2.80,112753.04,-0.24,1.57,97128.83,-0.69,1.51,77411.57,0.53,2.96,91143.83,-0.23,1.51,50235.68,0.26,1.14,44394.83,-3.92,5.23,118281.82,0.16,1.37,83633.81,0.76,4.37,114739.70,TRUE
-0.20,2.54,83277.36,-0.38,2.10,206046.90,-0.40,2.80,112753.04,-0.24,1.57,97128.83,-0.69,1.51,77411.57,0.53,2.96,91143.83,-0.23,1.51,50235.68,0.26,1.14,44394.83,-3.92,5.23,118281.82,0.16,1.37,83633.81,0.76,4.37,114739.70,0.63,1.55,86097.99,TRUE
-0.38,2.10,206046.90,-0.40,2.80,112753.04,-0.24,1.57,97128.83,-0.69,1.51,77411.57,0.53,2.96,91143.83,-0.23,1.51,50235.68,0.26,1.14,44394.83,-3.92,5.23,118281.82,0.16,1.37,83633.81,0.76,4.37,114739.70,0.63,1.55,86097.99,1.21,2.21,97123.23,FALSE
-0.40,2.80,112753.04,-0.24,1.57,97128.83,-0.69,1.51,77411.57,0.53,2.96,91143.83,-0.23,1.51,50235.68,0.26,1.14,44394.83,-3.92,5.23,118281.82,0.16,1.37,83633.81,0.76,4.37,114739.70,0.63,1.55,86097.99,1.21,2.21,97123.23,-0.99,2.06,72084.93,TRUE
-0.24,1.57,97128.83,-0.69,1.51,77411.57,0.53,2.96,91143.83,-0.23,1.51,50235.68,0.26,1.14,44394.83,-3.92,5.23,118281.82,0.16,1.37,83633.81,0.76,4.37,114739.70,0.63,1.55,86097.99,1.21,2.21,97123.23,-0.99,2.06,72084.93,5.91,9.93,182534.62,FALSE
-0.69,1.51,77411.57,0.53,2.96,91143.83,-0.23,1.51,50235.68,0.26,1.14,44394.83,-3.92,5.23,118281.82,0.16,1.37,83633.81,0.76,4.37,114739.70,0.63,1.55,86097.99,1.21,2.21,97123.23,-0.99,2.06,72084.93,5.91,9.93,182534.62,-0.69,2.78,141432.14,TRUE
0.53,2.96,91143.83,-0.23,1.51,50235.68,0.26,1.14,44394.83,-3.92,5.23,118281.82,0.16,1.37,83633.81,0.76,4.37,114739.70,0.63,1.55,86097.99,1.21,2.21,97123.23,-0.99,2.06,72084.93,5.91,9.93,182534.62,-0.69,2.78,141432.14,4.79,5.81,197797.50,FALSE
-0.23,1.51,50235.68,0.26,1.14,44394.83,-3.92,5.23,118281.82,0.16,1.37,83633.81,0.76,4.37,114739.70,0.63,1.55,86097.99,1.21,2.21,97123.23,-0.99,2.06,72084.93,5.91,9.93,182534.62,-0.69,2.78,141432.14,4.79,5.81,197797.50,-0.77,3.59,204931.03,FALSE
0.26,1.14,44394.83,-3.92,5.23,118281.82,0.16,1.37,83633.81,0.76,4.37,114739.70,0.63,1.55,86097.99,1.21,2.21,97123.23,-0.99,2.06,72084.93,5.91,9.93,182534.62,-0.69,2.78,141432.14,4.79,5.81,197797.50,-0.77,3.59,204931.03,-2.86,3.90,189828.49,FALSE
-3.92,5.23,118281.82,0.16,1.37,83633.81,0.76,4.37,114739.70,0.63,1.55,86097.99,1.21,2.21,97123.23,-0.99,2.06,72084.93,5.91,9.93,182534.62,-0.69,2.78,141432.14,4.79,5.81,197797.50,-0.77,3.59,204931.03,-2.86,3.90,189828.49,-0.95,3.07,152215.95,TRUE
0.16,1.37,83633.81,0.76,4.37,114739.70,0.63,1.55,86097.99,1.21,2.21,97123.23,-0.99,2.06,72084.93,5.91,9.93,182534.62,-0.69,2.78,141432.14,4.79,5.81,197797.50,-0.77,3.59,204931.03,-2.86,3.90,189828.49,-0.95,3.07,152215.95,1.17,3.12,131384.48,FALSE
0.76,4.37,114739.70,0.63,1.55,86097.99,1.21,2.21,97123.23,-0.99,2.06,72084.93,5.91,9.93,182534.62,-0.69,2.78,141432.14,4.79,5.81,197797.50,-0.77,3.59,204931.03,-2.86,3.90,189828.49,-0.95,3.07,152215.95,1.17,3.12,131384.48,-0.34,2.39,136268.81,TRUE
0.63,1.55,86097.99,1.21,2.21,97123.23,-0.99,2.06,72084.93,5.91,9.93,182534.62,-0.69,2.78,141432.14,4.79,5.81,197797.50,-0.77,3.59,204931.03,-2.86,3.90,189828.49,-0.95,3.07,152215.95,1.17,3.12,131384.48,-0.34,2.39,136268.81,0.14,1.57,99963.97,FALSE
1.21,2.21,97123.23,-0.99,2.06,72084.93,5.91,9.93,182534.62,-0.69,2.78,141432.14,4.79,5.81,197797.50,-0.77,3.59,204931.03,-2.86,3.90,189828.49,-0.95,3.07,152215.95,1.17,3.12,131384.48,-0.34,2.39,136268.81,0.14,1.57,99963.97,-1.44,2.20,114466.37,FALSE
-0.99,2.06,72084.93,5.91,9.93,182534.62,-0.69,2.78,141432.14,4.79,5.81,197797.50,-0.77,3.59,204931.03,-2.86,3.90,189828.49,-0.95,3.07,152215.95,1.17,3.12,131384.48,-0.34,2.39,136268.81,0.14,1.57,99963.97,-1.44,2.20,114466.37,-10.68,19.38,434676.17,FALSE
5.91,9.93,182534.62,-0.69,2.78,141432.14,4.79,5.81,197797.50,-0.77,3.59,204931.03,-2.86,3.90,189828.49,-0.95,3.07,152215.95,1.17,3.12,131384.48,-0.34,2.39,136268.81,0.14,1.57,99963.97,-1.44,2.20,114466.37,-10.68,19.38,434676.17,-1.64,11.12,452416.11,FALSE
-0.69,2.78,141432.14,4.79,5.81,197797.50,-0.77,3.59,204931.03,-2.86,3.90,189828.49,-0.95,3.07,152215.95,1.17,3.12,131384.48,-0.34,2.39,136268.81,0.14,1.57,99963.97,-1.44,2.20,114466.37,-10.68,19.38,434676.17,-1.64,11.12,452416.11,-4.05,6.94,241710.35,FALSE
4.79,5.81,197797.50,-0.77,3.59,204931.03,-2.86,3.90,189828.49,-0.95,3.07,152215.95,1.17,3.12,131384.48,-0.34,2.39,136268.81,0.14,1.57,99963.97,-1.44,2.20,114466.37,-10.68,19.38,434676.17,-1.64,11.12,452416.11,-4.05,6.94,241710.35,-0.41,2.28,144804.71,TRUE
-0.77,3.59,204931.03,-2.86,3.90,189828.49,-0.95,3.07,152215.95,1.17,3.12,131384.48,-0.34,2.39,136268.81,0.14,1.57,99963.97,-1.44,2.20,114466.37,-10.68,19.38,434676.17,-1.64,11.12,452416.11,-4.05,6.94,241710.35,-0.41,2.28,144804.71,1.57,3.88,141736.32,FALSE
-2.86,3.90,189828.49,-0.95,3.07,152215.95,1.17,3.12,131384.48,-0.34,2.39,136268.81,0.14,1.57,99963.97,-1.44,2.20,114466.37,-10.68,19.38,434676.17,-1.64,11.12,452416.11,-4.05,6.94,241710.35,-0.41,2.28,144804.71,1.57,3.88,141736.32,-15.77,22.43,596789.84,FALSE
-0.95,3.07,152215.95,1.17,3.12,131384.48,-0.34,2.39,136268.81,0.14,1.57,99963.97,-1.44,2.20,114466.37,-10.68,19.38,434676.17,-1.64,11.12,452416.11,-4.05,6.94,241710.35,-0.41,2.28,144804.71,1.57,3.88,141736.32,-15.77,22.43,596789.84,-11.24,21.86,996552.29,TRUE
1.17,3.12,131384.48,-0.34,2.39,136268.81,0.14,1.57,99963.97,-1.44,2.20,114466.37,-10.68,19.38,434676.17,-1.64,11.12,452416.11,-4.05,6.94,241710.35,-0.41,2.28,144804.71,1.57,3.88,141736.32,-15.77,22.43,596789.84,-11.24,21.86,996552.29,3.40,11.69,718957.79,FALSE
-0.34,2.39,136268.81,0.14,1.57,99963.97,-1.44,2.20,114466.37,-10.68,19.38,434676.17,-1.64,11.12,452416.11,-4.05,6.94,241710.35,-0.41,2.28,144804.71,1.57,3.88,141736.32,-15.77,22.43,596789.84,-11.24,21.86,996552.29,3.40,11.69,718957.79,-8.48,11.75,334674.07,FALSE
0.14,1.57,99963.97,-1.44,2.20,114466.37,-10.68,19.38,434676.17,-1.64,11.12,452416.11,-4.05,6.94,241710.35,-0.41,2.28,144804.71,1.57,3.88,141736.32,-15.77,22.43,596789.84,-11.24,21.86,996552.29,3.40,11.69,718957.79,-8.48,11.75,334674.07,-1.23,8.72,504352.24,FALSE
-1.44,2.20,114466.37,-10.68,19.38,434676.17,-1.64,11.12,452416.11,-4.05,6.94,241710.35,-0.41,2.28,144804.71,1.57,3.88,141736.32,-15.77,22.43,596789.84,-11.24,21.86,996552.29,3.40,11.69,718957.79,-8.48,11.75,334674.07,-1.23,8.72,504352.24,-8.09,16.46,471321.57,TRUE
