V1,HLV1,VO1,V2,HLV2,VO2,V3,HLV3,VO3,V4,HLV4,VO4,V5,HLV5,VO5,V6,HLV6,VO6,V7,HLV7,VO7,V8,HLV8,VO8,V9,HLV9,VO9,V10,HLV10,VO10,V11,HLV11,VO11,V12,HLV12,VO12,UP?
3.726559447,4.177259096,556.956802,3.092183399,4.955444609,560.666366,-6.755821324,15.21669656,929.148595,0.012864589,9.688181224,691.216198,-8.987569367,13.97051235,1394.644614,6.318526797,24.47932279,1228.938157,5.800540022,7.556870868,807.363726,1.555055771,7.895110394,500.429975,-8.714612738,17.53468042,1132.255046,-0.560147567,6.664000039,658.782952,-3.015865934,12.68087345,660.373275,1.320534859,5.745917817,699.989065,FALSE
3.092183399,4.955444609,560.666366,-6.755821324,15.21669656,929.148595,0.012864589,9.688181224,691.216198,-8.987569367,13.97051235,1394.644614,6.318526797,24.47932279,1228.938157,5.800540022,7.556870868,807.363726,1.555055771,7.895110394,500.429975,-8.714612738,17.53468042,1132.255046,-0.560147567,6.664000039,658.782952,-3.015865934,12.68087345,660.373275,1.320534859,5.745917817,699.989065,-1.066387872,8.755444466,879.630319,FALSE
-6.755821324,15.21669656,929.148595,0.012864589,9.688181224,691.216198,-8.987569367,13.97051235,1394.644614,6.318526797,24.47932279,1228.938157,5.800540022,7.556870868,807.363726,1.555055771,7.895110394,500.429975,-8.714612738,17.53468042,1132.255046,-0.560147567,6.664000039,658.782952,-3.015865934,12.68087345,660.373275,1.320534859,5.745917817,699.989065,-1.066387872,8.755444466,879.630319,-5.169338321,10.78138298,913.462545,FALSE
0.012864589,9.688181224,691.216198,-8.987569367,13.97051235,1394.644614,6.318526797,24.47932279,1228.938157,5.800540022,7.556870868,807.363726,1.555055771,7.895110394,500.429975,-8.714612738,17.53468042,1132.255046,-0.560147567,6.664000039,658.782952,-3.015865934,12.68087345,660.373275,1.320534859,5.745917817,699.989065,-1.066387872,8.755444466,879.630319,-5.169338321,10.78138298,913.462545,-19.14249493,26.15595568,1665.021543,TRUE
-8.987569367,13.97051235,1394.644614,6.318526797,24.47932279,1228.938157,5.800540022,7.556870868,807.363726,1.555055771,7.895110394,500.429975,-8.714612738,17.53468042,1132.255046,-0.560147567,6.664000039,658.782952,-3.015865934,12.68087345,660.373275,1.320534859,5.745917817,699.989065,-1.066387872,8.755444466,879.630319,-5.169338321,10.78138298,913.462545,-19.14249493,26.15595568,1665.021543,16.05986179,36.88320909,1968.866492,TRUE
6.318526797,24.47932279,1228.938157,5.800540022,7.556870868,807.363726,1.555055771,7.895110394,500.429975,-8.714612738,17.53468042,1132.255046,-0.560147567,6.664000039,658.782952,-3.015865934,12.68087345,660.373275,1.320534859,5.745917817,699.989065,-1.066387872,8.755444466,879.630319,-5.169338321,10.78138298,913.462545,-19.14249493,26.15595568,1665.021543,16.05986179,36.88320909,1968.866492,1.114313788,13.81120594,1297.563953,TRUE
5.800540022,7.556870868,807.363726,1.555055771,7.895110394,500.429975,-8.714612738,17.53468042,1132.255046,-0.560147567,6.664000039,658.782952,-3.015865934,12.68087345,660.373275,1.320534859,5.745917817,699.989065,-1.066387872,8.755444466,879.630319,-5.169338321,10.78138298,913.462545,-19.14249493,26.15595568,1665.021543,16.05986179,36.88320909,1968.866492,1.114313788,13.81120594,1297.563953,0.400517742,7.121708364,682.17121,TRUE
1.555055771,7.895110394,500.429975,-8.714612738,17.53468042,1132.255046,-0.560147567,6.664000039,658.782952,-3.015865934,12.68087345,660.373275,1.320534859,5.745917817,699.989065,-1.066387872,8.755444466,879.630319,-5.169338321,10.78138298,913.462545,-19.14249493,26.15595568,1665.021543,16.05986179,36.88320909,1968.866492,1.114313788,13.81120594,1297.563953,0.400517742,7.121708364,682.17121,9.349864499,11.7398374,1030.006455,FALSE
-8.714612738,17.53468042,1132.255046,-0.560147567,6.664000039,658.782952,-3.015865934,12.68087345,660.373275,1.320534859,5.745917817,699.989065,-1.066387872,8.755444466,879.630319,-5.169338321,10.78138298,913.462545,-19.14249493,26.15595568,1665.021543,16.05986179,36.88320909,1968.866492,1.114313788,13.81120594,1297.563953,0.400517742,7.121708364,682.17121,9.349864499,11.7398374,1030.006455,-3.693596059,6.762361945,902.332129,FALSE
-0.560147567,6.664000039,658.782952,-3.015865934,12.68087345,660.373275,1.320534859,5.745917817,699.989065,-1.066387872,8.755444466,879.630319,-5.169338321,10.78138298,913.462545,-19.14249493,26.15595568,1665.021543,16.05986179,36.88320909,1968.866492,1.114313788,13.81120594,1297.563953,0.400517742,7.121708364,682.17121,9.349864499,11.7398374,1030.006455,-3.693596059,6.762361945,902.332129,-0.256774867,5.918324607,720.935076,FALSE
