CO1,HL1,HO1,HC1,OL1,CL1,V1,CO2,HL2,HO2,HC2,OL2,CL2,V2,CO3,HL3,HO3,HC3,OL3,CL3,V3,CO4,HL4,HO4,HC4,OL4,CL4,V4,Final
0.713140583,28.86282177,9.315053347,8.541003403,17.88204627,18.72271098,14105916.59,-16.91640595,48.41384557,7.080520336,28.88286979,38.60022822,15.15405097,10175750.16,-14.70646503,31.16291072,0.699993396,18.06286776,30.25116119,11.09581971,8781775.783,39.35428925,48.55417858,44.78166615,3.894660814,2.60565618,42.9853829,12817879.26,TRUE
-16.91640595,48.41384557,7.080520336,28.88286979,38.60022822,15.15405097,10175750.16,-14.70646503,31.16291072,0.699993396,18.06286776,30.25116119,11.09581971,8781775.783,39.35428925,48.55417858,44.78166615,3.894660814,2.60565618,42.9853829,12817879.26,20.71245971,61.03294249,60.28120485,32.77933797,0.469011725,21.2786153,21153996.15,FALSE
-14.70646503,31.16291072,0.699993396,18.06286776,30.25116119,11.09581971,8781775.783,39.35428925,48.55417858,44.78166615,3.894660814,2.60565618,42.9853829,12817879.26,20.71245971,61.03294249,60.28120485,32.77933797,0.469011725,21.2786153,21153996.15,-38.92033688,192.9418605,15.94182889,89.82067511,152.6627907,54.3255814,40100166.99,TRUE
39.35428925,48.55417858,44.78166615,3.894660814,2.60565618,42.9853829,12817879.26,20.71245971,61.03294249,60.28120485,32.77933797,0.469011725,21.2786153,21153996.15,-38.92033688,192.9418605,15.94182889,89.82067511,152.6627907,54.3255814,40100166.99,55.2742616,76.7221272,71.26280892,10.29697205,3.187684652,60.22391541,30622487.94,TRUE
20.71245971,61.03294249,60.28120485,32.77933797,0.469011725,21.2786153,21153996.15,-38.92033688,192.9418605,15.94182889,89.82067511,152.6627907,54.3255814,40100166.99,55.2742616,76.7221272,71.26280892,10.29697205,3.187684652,60.22391541,30622487.94,12.37443587,40.34090909,19.86218275,6.663211988,17.08522727,31.57386364,24717586.82,FALSE
-38.92033688,192.9418605,15.94182889,89.82067511,152.6627907,54.3255814,40100166.99,55.2742616,76.7221272,71.26280892,10.29697205,3.187684652,60.22391541,30622487.94,12.37443587,40.34090909,19.86218275,6.663211988,17.08522727,31.57386364,24717586.82,-2.573846951,17.5,9.60442218,12.5,7.203703704,4.444444444,16073920.08,TRUE
55.2742616,76.7221272,71.26280892,10.29697205,3.187684652,60.22391541,30622487.94,12.37443587,40.34090909,19.86218275,6.663211988,17.08522727,31.57386364,24717586.82,-2.573846951,17.5,9.60442218,12.5,7.203703704,4.444444444,16073920.08,53.52187597,56.79544129,54.904916,0.900874888,1.22044241,55.39552205,20935176.05,TRUE
12.37443587,40.34090909,19.86218275,6.663211988,17.08522727,31.57386364,24717586.82,-2.573846951,17.5,9.60442218,12.5,7.203703704,4.444444444,16073920.08,53.52187597,56.79544129,54.904916,0.900874888,1.22044241,55.39552205,20935176.05,25.25698776,37.23076923,28.78262878,2.81472602,6.56,33.47384615,28769352.89,FALSE
-2.573846951,17.5,9.60442218,12.5,7.203703704,4.444444444,16073920.08,53.52187597,56.79544129,54.904916,0.900874888,1.22044241,55.39552205,20935176.05,25.25698776,37.23076923,28.78262878,2.81472602,6.56,33.47384615,28769352.89,-17.0516367,58.49815187,12.6878746,35.85304171,40.65235718,16.66882822,34431117.99,TRUE
53.52187597,56.79544129,54.904916,0.900874888,1.22044241,55.39552205,20935176.05,25.25698776,37.23076923,28.78262878,2.81472602,6.56,33.47384615,28769352.89,-17.0516367,58.49815187,12.6878746,35.85304171,40.65235718,16.66882822,34431117.99,7.400717005,26.65723403,16.92465887,8.867670652,8.323800349,16.34053826,19292758.26,TRUE
25.25698776,37.23076923,28.78262878,2.81472602,6.56,33.47384615,28769352.89,-17.0516367,58.49815187,12.6878746,35.85304171,40.65235718,16.66882822,34431117.99,7.400717005,26.65723403,16.92465887,8.867670652,8.323800349,16.34053826,19292758.26,59.5745782,68.27377576,61.21519511,1.028119223,4.378359398,66.56132674,36426105.33,TRUE
-17.0516367,58.49815187,12.6878746,35.85304171,40.65235718,16.66882822,34431117.99,7.400717005,26.65723403,16.92465887,8.867670652,8.323800349,16.34053826,19292758.26,59.5745782,68.27377576,61.21519511,1.028119223,4.378359398,66.56132674,36426105.33,19.4226871,43.04243727,23.04224438,3.030879118,16.25473672,38.83453048,30451194.43,TRUE
7.400717005,26.65723403,16.92465887,8.867670652,8.323800349,16.34053826,19292758.26,59.5745782,68.27377576,61.21519511,1.028119223,4.378359398,66.56132674,36426105.33,19.4226871,43.04243727,23.04224438,3.030879118,16.25473672,38.83453048,30451194.43,78.23388827,106.498761,100.2933109,12.37667136,3.098181411,83.75589746,59503044.01,TRUE
59.5745782,68.27377576,61.21519511,1.028119223,4.378359398,66.56132674,36426105.33,19.4226871,43.04243727,23.04224438,3.030879118,16.25473672,38.83453048,30451194.43,78.23388827,106.498761,100.2933109,12.37667136,3.098181411,83.75589746,59503044.01,8.132119319,60.81543949,55.61278525,43.90986344,3.343333412,11.74733659,33561918.29,TRUE
19.4226871,43.04243727,23.04224438,3.030879118,16.25473672,38.83453048,30451194.43,78.23388827,106.498761,100.2933109,12.37667136,3.098181411,83.75589746,59503044.01,8.132119319,60.81543949,55.61278525,43.90986344,3.343333412,11.74733659,33561918.29,35.29362008,38.11448958,37.26166057,1.454643972,0.621316254,36.13422133,23574009.13,TRUE
78.23388827,106.498761,100.2933109,12.37667136,3.098181411,83.75589746,59503044.01,8.132119319,60.81543949,55.61278525,43.90986344,3.343333412,11.74733659,33561918.29,35.29362008,38.11448958,37.26166057,1.454643972,0.621316254,36.13422133,23574009.13,44.44427078,48.44935332,45.79262987,0.933480497,1.822261833,47.07642359,27220161.76,FALSE
8.132119319,60.81543949,55.61278525,43.90986344,3.343333412,11.74733659,33561918.29,35.29362008,38.11448958,37.26166057,1.454643972,0.621316254,36.13422133,23574009.13,44.44427078,48.44935332,45.79262987,0.933480497,1.822261833,47.07642359,27220161.76,-2.390330469,152.9426056,57.72213445,61.58453892,60.37229427,56.53886646,49340730.68,FALSE
35.29362008,38.11448958,37.26166057,1.454643972,0.621316254,36.13422133,23574009.13,44.44427078,48.44935332,45.79262987,0.933480497,1.822261833,47.07642359,27220161.76,-2.390330469,152.9426056,57.72213445,61.58453892,60.37229427,56.53886646,49340730.68,-15.90710049,70.06668705,6.865842618,27.08069676,59.14036037,33.82574332,27539800.65,TRUE
44.44427078,48.44935332,45.79262987,0.933480497,1.822261833,47.07642359,27220161.76,-2.390330469,152.9426056,57.72213445,61.58453892,60.37229427,56.53886646,49340730.68,-15.90710049,70.06668705,6.865842618,27.08069676,59.14036037,33.82574332,27539800.65,11.22170077,49.69871043,12.22403853,0.901207009,33.39273154,48.36166471,21263142.44,TRUE
-2.390330469,152.9426056,57.72213445,61.58453892,60.37229427,56.53886646,49340730.68,-15.90710049,70.06668705,6.865842618,27.08069676,59.14036037,33.82574332,27539800.65,11.22170077,49.69871043,12.22403853,0.901207009,33.39273154,48.36166471,21263142.44,35.4825965,42.32369223,37.33159496,1.364749796,3.635068296,40.40748141,21436438.89,FALSE
-15.90710049,70.06668705,6.865842618,27.08069676,59.14036037,33.82574332,27539800.65,11.22170077,49.69871043,12.22403853,0.901207009,33.39273154,48.36166471,21263142.44,35.4825965,42.32369223,37.33159496,1.364749796,3.635068296,40.40748141,21436438.89,-12.49799515,51.88084465,17.45864184,34.23537214,29.30580694,13.14517345,17261458.34,TRUE
11.22170077,49.69871043,12.22403853,0.901207009,33.39273154,48.36166471,21263142.44,35.4825965,42.32369223,37.33159496,1.364749796,3.635068296,40.40748141,21436438.89,-12.49799515,51.88084465,17.45864184,34.23537214,29.30580694,13.14517345,17261458.34,42.87747199,50.23121718,48.651612,4.041322912,1.062622303,44.39571987,14410441.89,TRUE
35.4825965,42.32369223,37.33159496,1.364749796,3.635068296,40.40748141,21436438.89,-12.49799515,51.88084465,17.45864184,34.23537214,29.30580694,13.14517345,17261458.34,42.87747199,50.23121718,48.651612,4.041322912,1.062622303,44.39571987,14410441.89,7.994906099,24.40582673,13.53988823,5.134484889,9.570150779,18.33018145,12756119.37,FALSE
-12.49799515,51.88084465,17.45864184,34.23537214,29.30580694,13.14517345,17261458.34,42.87747199,50.23121718,48.651612,4.041322912,1.062622303,44.39571987,14410441.89,7.994906099,24.40582673,13.53988823,5.134484889,9.570150779,18.33018145,12756119.37,-20.60407105,36.39230752,3.207170239,29.99050658,32.15390675,4.924821902,12944880.08,FALSE
42.87747199,50.23121718,48.651612,4.041322912,1.062622303,44.39571987,14410441.89,7.994906099,24.40582673,13.53988823,5.134484889,9.570150779,18.33018145,12756119.37,-20.60407105,36.39230752,3.207170239,29.99050658,32.15390675,4.924821902,12944880.08,-26.9102502,80.67299676,6.107088259,45.17369201,70.27420102,24.45298749,13966551.02,TRUE
