CO1,HL1,HO1,HC1,OL1,CL1,V1,CO2,HL2,HO2,HC2,OL2,CL2,V2,CO3,HL3,HO3,HC3,OL3,CL3,V3,CO4,HL4,HO4,HC4,OL4,CL4,V4,Final
36.3904781,80.68030379,76.32989726,29.28314331,2.467197339,39.75550034,2518242.149,30.1466895,37.58235999,37.02275286,5.283317912,0.408404528,30.67821447,2098808.027,-1.779366034,38.19305348,10.40959519,12.40977657,25.16398892,22.93686341,1993468.938,-35.43226064,98.33333333,3.124499001,59.71520765,92.32416667,24.17936667,3536245.257,FALSE
30.1466895,37.58235999,37.02275286,5.283317912,0.408404528,30.67821447,2098808.027,-1.779366034,38.19305348,10.40959519,12.40977657,25.16398892,22.93686341,1993468.938,-35.43226064,98.33333333,3.124499001,59.71520765,92.32416667,24.17936667,3536245.257,-5.929110089,43.48203437,10.94164303,17.93408475,29.33108835,21.66290575,2901775.306,TRUE
-1.779366034,38.19305348,10.40959519,12.40977657,25.16398892,22.93686341,1993468.938,-35.43226064,98.33333333,3.124499001,59.71520765,92.32416667,24.17936667,3536245.257,-5.929110089,43.48203437,10.94164303,17.93408475,29.33108835,21.66290575,2901775.306,18.31025824,44.98258078,21.1242688,2.378500901,19.6973837,41.61428376,1778463.265,TRUE
-35.43226064,98.33333333,3.124499001,59.71520765,92.32416667,24.17936667,3536245.257,-5.929110089,43.48203437,10.94164303,17.93408475,29.33108835,21.66290575,2901775.306,18.31025824,44.98258078,21.1242688,2.378500901,19.6973837,41.61428376,1778463.265,13.60057827,35.2701519,21.79874313,7.216657689,11.06038406,26.16523852,1635402.874,FALSE
-5.929110089,43.48203437,10.94164303,17.93408475,29.33108835,21.66290575,2901775.306,18.31025824,44.98258078,21.1242688,2.378500901,19.6973837,41.61428376,1778463.265,13.60057827,35.2701519,21.79874313,7.216657689,11.06038406,26.16523852,1635402.874,-6.956959837,33.63636364,12.35456485,20.75547473,18.94164141,10.66691919,1527799.511,TRUE
18.31025824,44.98258078,21.1242688,2.378500901,19.6973837,41.61428376,1778463.265,13.60057827,35.2701519,21.79874313,7.216657689,11.06038406,26.16523852,1635402.874,-6.956959837,33.63636364,12.35456485,20.75547473,18.94164141,10.66691919,1527799.511,39.88997264,54.79507789,52.8981851,9.298888414,1.24062479,41.62548232,1565556.293,FALSE
13.60057827,35.2701519,21.79874313,7.216657689,11.06038406,26.16523852,1635402.874,-6.956959837,33.63636364,12.35456485,20.75547473,18.94164141,10.66691919,1527799.511,39.88997264,54.79507789,52.8981851,9.298888414,1.24062479,41.62548232,1565556.293,-7.095046461,29.56130916,12.56152344,21.15771996,15.10266138,6.936074075,1291900.105,FALSE
-6.956959837,33.63636364,12.35456485,20.75547473,18.94164141,10.66691919,1527799.511,39.88997264,54.79507789,52.8981851,9.298888414,1.24062479,41.62548232,1565556.293,-7.095046461,29.56130916,12.56152344,21.15771996,15.10266138,6.936074075,1291900.105,-18.84727736,40.60268617,3.692659036,27.77471373,35.59560289,10.03952353,1233709.998,FALSE
39.88997264,54.79507789,52.8981851,9.298888414,1.24062479,41.62548232,1565556.293,-7.095046461,29.56130916,12.56152344,21.15771996,15.10266138,6.936074075,1291900.105,-18.84727736,40.60268617,3.692659036,27.77471373,35.59560289,10.03952353,1233709.998,-16.76881178,45.79017577,3.836408,24.75660893,40.40371636,16.85968144,1279407.466,TRUE
27.78202105,173.0115803,30.74419686,2.318147561,108.8135358,166.8261563,82652.55971,-21.24003726,105.4114583,2.057240451,29.58010251,101.2708333,58.52083333,167937.1244,-0.075377708,30.05143277,16.01612427,16.10364054,12.09772226,12.01322557,231137.837,40.19154449,87.45677574,68.9133786,20.48756522,10.97805118,55.58184399,558140.0998,TRUE
-21.24003726,105.4114583,2.057240451,29.58010251,101.2708333,58.52083333,167937.1244,-0.075377708,30.05143277,16.01612427,16.10364054,12.09772226,12.01322557,231137.837,40.19154449,87.45677574,68.9133786,20.48756522,10.97805118,55.58184399,558140.0998,71.47062259,130.6338498,102.0558346,17.83699828,14.14362284,95.72278073,1709681.429,TRUE
-0.075377708,30.05143277,16.01612427,16.10364054,12.09772226,12.01322557,231137.837,40.19154449,87.45677574,68.9133786,20.48756522,10.97805118,55.58184399,558140.0998,71.47062259,130.6338498,102.0558346,17.83699828,14.14362284,95.72278073,1709681.429,53.45083969,100.8928571,96.45025307,28.02162143,2.261439732,56.92103795,4449875.051,FALSE
40.19154449,87.45677574,68.9133786,20.48756522,10.97805118,55.58184399,558140.0998,71.47062259,130.6338498,102.0558346,17.83699828,14.14362284,95.72278073,1709681.429,53.45083969,100.8928571,96.45025307,28.02162143,2.261439732,56.92103795,4449875.051,-24.19801769,104.3483599,3.46637536,36.49560633,97.5021926,49.71057709,4763007.171,FALSE
71.47062259,130.6338498,102.0558346,17.83699828,14.14362284,95.72278073,1709681.429,53.45083969,100.8928571,96.45025307,28.02162143,2.261439732,56.92103795,4449875.051,-24.19801769,104.3483599,3.46637536,36.49560633,97.5021926,49.71057709,4763007.171,-53.84651435,140.4262295,3.100175747,123.385459,133.1967213,7.628415301,3233542.729,TRUE
53.45083969,100.8928571,96.45025307,28.02162143,2.261439732,56.92103795,4449875.051,-24.19801769,104.3483599,3.46637536,36.49560633,97.5021926,49.71057709,4763007.171,-53.84651435,140.4262295,3.100175747,123.385459,133.1967213,7.628415301,3233542.729,70.27898358,99.77304567,80.99408524,6.2926742,10.37545531,87.94620342,3985713.716,FALSE
-24.19801769,104.3483599,3.46637536,36.49560633,97.5021926,49.71057709,4763007.171,-53.84651435,140.4262295,3.100175747,123.385459,133.1967213,7.628415301,3233542.729,70.27898358,99.77304567,80.99408524,6.2926742,10.37545531,87.94620342,3985713.716,-13.8599839,65.96984845,25.22585647,45.37477718,32.53640513,14.16688072,4408748.582,FALSE
-53.84651435,140.4262295,3.100175747,123.385459,133.1967213,7.628415301,3233542.729,70.27898358,99.77304567,80.99408524,6.2926742,10.37545531,87.94620342,3985713.716,-13.8599839,65.96984845,25.22585647,45.37477718,32.53640513,14.16688072,4408748.582,-21.4118828,55.46133307,8.826430834,38.47695391,42.85255142,12.26513054,3679540.265,FALSE
70.27898358,99.77304567,80.99408524,6.2926742,10.37545531,87.94620342,3985713.716,-13.8599839,65.96984845,25.22585647,45.37477718,32.53640513,14.16688072,4408748.582,-21.4118828,55.46133307,8.826430834,38.47695391,42.85255142,12.26513054,3679540.265,-4.839277851,23.63169761,13.48965214,19.26102448,8.936537631,3.664795894,4643015.203,FALSE
-13.8599839,65.96984845,25.22585647,45.37477718,32.53640513,14.16688072,4408748.582,-21.4118828,55.46133307,8.826430834,38.47695391,42.85255142,12.26513054,3679540.265,-4.839277851,23.63169761,13.48965214,19.26102448,8.936537631,3.664795894,4643015.203,-34.88894031,73.996,0.645534475,54.57517501,72.88,12.564,8484870.738,FALSE
-21.4118828,55.46133307,8.826430834,38.47695391,42.85255142,12.26513054,3679540.265,-4.839277851,23.63169761,13.48965214,19.26102448,8.936537631,3.664795894,4643015.203,-34.88894031,73.996,0.645534475,54.57517501,72.88,12.564,8484870.738,-17.238684,80.49246952,7.29766219,29.64711943,68.21659096,39.2182644,15011197.24,FALSE
-4.839277851,23.63169761,13.48965214,19.26102448,8.936537631,3.664795894,4643015.203,-34.88894031,73.996,0.645534475,54.57517501,72.88,12.564,8484870.738,-17.238684,80.49246952,7.29766219,29.64711943,68.21659096,39.2182644,15011197.24,-14.72279437,26.44833607,2.557500858,20.26367433,23.29506375,5.142585048,5656055.715,FALSE
-34.88894031,73.996,0.645534475,54.57517501,72.88,12.564,8484870.738,-17.238684,80.49246952,7.29766219,29.64711943,68.21659096,39.2182644,15011197.24,-14.72279437,26.44833607,2.557500858,20.26367433,23.29506375,5.142585048,5656055.715,-42.76295924,119.6170379,13.13537997,97.66112723,94.1187964,11.10785463,10359779.81,TRUE
-17.238684,80.49246952,7.29766219,29.64711943,68.21659096,39.2182644,15011197.24,-14.72279437,26.44833607,2.557500858,20.26367433,23.29506375,5.142585048,5656055.715,-42.76295924,119.6170379,13.13537997,97.66112723,94.1187964,11.10785463,10359779.81,15.60109049,92.77417777,38.65974848,19.94674781,39.02677589,60.71646901,18264688.98,FALSE
-14.72279437,26.44833607,2.557500858,20.26367433,23.29506375,5.142585048,5656055.715,-42.76295924,119.6170379,13.13537997,97.66112723,94.1187964,11.10785463,10359779.81,15.60109049,92.77417777,38.65974848,19.94674781,39.02677589,60.71646901,18264688.98,-19.02624572,57.82380339,21.15633321,49.62420143,30.26459221,5.48013081,13940118.5,TRUE
-42.76295924,119.6170379,13.13537997,97.66112723,94.1187964,11.10785463,10359779.81,15.60109049,92.77417777,38.65974848,19.94674781,39.02677589,60.71646901,18264688.98,-19.02624572,57.82380339,21.15633321,49.62420143,30.26459221,5.48013081,13940118.5,27.11561942,64.0154135,55.9124636,22.65405645,5.19711491,33.72196423,12685474.01,TRUE
15.60109049,92.77417777,38.65974848,19.94674781,39.02677589,60.71646901,18264688.98,-19.02624572,57.82380339,21.15633321,49.62420143,30.26459221,5.48013081,13940118.5,27.11561942,64.0154135,55.9124636,22.65405645,5.19711491,33.72196423,12685474.01,4.478273722,18.99673736,7.811114396,3.189984439,10.37520392,15.31810767,8362024.665,TRUE
-19.02624572,57.82380339,21.15633321,49.62420143,30.26459221,5.48013081,13940118.5,27.11561942,64.0154135,55.9124636,22.65405645,5.19711491,33.72196423,12685474.01,4.478273722,18.99673736,7.811114396,3.189984439,10.37520392,15.31810767,8362024.665,14.44028004,33.17331805,31.44049219,14.85509485,1.318334886,15.94898617,12829462.34,TRUE
27.11561942,64.0154135,55.9124636,22.65405645,5.19711491,33.72196423,12685474.01,4.478273722,18.99673736,7.811114396,3.189984439,10.37520392,15.31810767,8362024.665,14.44028004,33.17331805,31.44049219,14.85509485,1.318334886,15.94898617,12829462.34,65.52363299,83.19263726,78.32561013,7.73422919,2.729292288,70.04125674,18976801.36,TRUE
4.478273722,18.99673736,7.811114396,3.189984439,10.37520392,15.31810767,8362024.665,14.44028004,33.17331805,31.44049219,14.85509485,1.318334886,15.94898617,12829462.34,65.52363299,83.19263726,78.32561013,7.73422919,2.729292288,70.04125674,18976801.36,9.257185517,61.89971751,36.91675999,25.31602323,18.24682203,29.19314972,12433954.4,FALSE
14.44028004,33.17331805,31.44049219,14.85509485,1.318334886,15.94898617,12829462.34,65.52363299,83.19263726,78.32561013,7.73422919,2.729292288,70.04125674,18976801.36,9.257185517,61.89971751,36.91675999,25.31602323,18.24682203,29.19314972,12433954.4,-25.42592782,65.86217681,8.638055243,45.67805146,52.67410342,13.85529608,11176590.65,FALSE
65.52363299,83.19263726,78.32561013,7.73422919,2.729292288,70.04125674,18976801.36,9.257185517,61.89971751,36.91675999,25.31602323,18.24682203,29.19314972,12433954.4,-25.42592782,65.86217681,8.638055243,45.67805146,52.67410342,13.85529608,11176590.65,-21.44950096,46.17077196,9.490889113,39.3891706,33.50039729,4.865228287,6963710.332,TRUE
9.257185517,61.89971751,36.91675999,25.31602323,18.24682203,29.19314972,12433954.4,-25.42592782,65.86217681,8.638055243,45.67805146,52.67410342,13.85529608,11176590.65,-21.44950096,46.17077196,9.490889113,39.3891706,33.50039729,4.865228287,6963710.332,5.439598881,49.26348064,30.56203358,23.82637545,14.32380191,20.54255816,13648082.37,TRUE
-25.42592782,65.86217681,8.638055243,45.67805146,52.67410342,13.85529608,11176590.65,-21.44950096,46.17077196,9.490889113,39.3891706,33.50039729,4.865228287,6963710.332,5.439598881,49.26348064,30.56203358,23.82637545,14.32380191,20.54255816,13648082.37,0.713140583,28.86282177,9.315053347,8.541003403,17.88204627,18.72271098,14105916.59,FALSE
-21.44950096,46.17077196,9.490889113,39.3891706,33.50039729,4.865228287,6963710.332,5.439598881,49.26348064,30.56203358,23.82637545,14.32380191,20.54255816,13648082.37,0.713140583,28.86282177,9.315053347,8.541003403,17.88204627,18.72271098,14105916.59,-16.91640595,48.41384557,7.080520336,28.88286979,38.60022822,15.15405097,10175750.16,FALSE
5.439598881,49.26348064,30.56203358,23.82637545,14.32380191,20.54255816,13648082.37,0.713140583,28.86282177,9.315053347,8.541003403,17.88204627,18.72271098,14105916.59,-16.91640595,48.41384557,7.080520336,28.88286979,38.60022822,15.15405097,10175750.16,-14.70646503,31.16291072,0.699993396,18.06286776,30.25116119,11.09581971,8781775.783,TRUE
