V1,HLV1,V2,HLV2,V3,HLV3,V4,HLV4,V5,HLV5,V6,HLV6,V7,HLV7,V8,HLV8,V9,HLV9,V10,HLV10,V11,HLV11,V12,HLV12,Final
16.73819742,22.00220022,1.607717042,13.31730769,-3.934871099,10.7,-4.231311707,7.990074442,-5.547373589,12.40478781,2.649350649,7.48262961,-2.279635258,4.397905759,-5.5469155,6.791827719,-10.3183315,19.04761905,-2.631578947,14.28571429,6.407035176,12.77705346,6.261075015,12.0431396,TRUE
1.607717042,13.31730769,-3.934871099,10.7,-4.231311707,7.990074442,-5.547373589,12.40478781,2.649350649,7.48262961,-2.279635258,4.397905759,-5.5469155,6.791827719,-10.3183315,19.04761905,-2.631578947,14.28571429,6.407035176,12.77705346,6.261075015,12.0431396,5.558643691,9.007981756,TRUE
-3.934871099,10.7,-4.231311707,7.990074442,-5.547373589,12.40478781,2.649350649,7.48262961,-2.279635258,4.397905759,-5.5469155,6.791827719,-10.3183315,19.04761905,-2.631578947,14.28571429,6.407035176,12.77705346,6.261075015,12.0431396,5.558643691,9.007981756,7.582938389,18.9701897,FALSE
-4.231311707,7.990074442,-5.547373589,12.40478781,2.649350649,7.48262961,-2.279635258,4.397905759,-5.5469155,6.791827719,-10.3183315,19.04761905,-2.631578947,14.28571429,6.407035176,12.77705346,6.261075015,12.0431396,5.558643691,9.007981756,7.582938389,18.9701897,-8.382352941,14.57063712,TRUE
-5.547373589,12.40478781,2.649350649,7.48262961,-2.279635258,4.397905759,-5.5469155,6.791827719,-10.3183315,19.04761905,-2.631578947,14.28571429,6.407035176,12.77705346,6.261075015,12.0431396,5.558643691,9.007981756,7.582938389,18.9701897,-8.382352941,14.57063712,1.229946524,12.78317152,FALSE
2.649350649,7.48262961,-2.279635258,4.397905759,-5.5469155,6.791827719,-10.3183315,19.04761905,-2.631578947,14.28571429,6.407035176,12.77705346,6.261075015,12.0431396,5.558643691,9.007981756,7.582938389,18.9701897,-8.382352941,14.57063712,1.229946524,12.78317152,-0.211304807,10.32515687,FALSE
-2.279635258,4.397905759,-5.5469155,6.791827719,-10.3183315,19.04761905,-2.631578947,14.28571429,6.407035176,12.77705346,6.261075015,12.0431396,5.558643691,9.007981756,7.582938389,18.9701897,-8.382352941,14.57063712,1.229946524,12.78317152,-0.211304807,10.32515687,-0.63525675,8.183306056,TRUE
-5.5469155,6.791827719,-10.3183315,19.04761905,-2.631578947,14.28571429,6.407035176,12.77705346,6.261075015,12.0431396,5.558643691,9.007981756,7.582938389,18.9701897,-8.382352941,14.57063712,1.229946524,12.78317152,-0.211304807,10.32515687,-0.63525675,8.183306056,1.598295152,4.8,TRUE
-10.3183315,19.04761905,-2.631578947,14.28571429,6.407035176,12.77705346,6.261075015,12.0431396,5.558643691,9.007981756,7.582938389,18.9701897,-8.382352941,14.57063712,1.229946524,12.78317152,-0.211304807,10.32515687,-0.63525675,8.183306056,1.598295152,4.8,6.554798112,8.079748164,TRUE
-2.631578947,14.28571429,6.407035176,12.77705346,6.261075015,12.0431396,5.558643691,9.007981756,7.582938389,18.9701897,-8.382352941,14.57063712,1.229946524,12.78317152,-0.211304807,10.32515687,-0.63525675,8.183306056,1.598295152,4.8,6.554798112,8.079748164,5.76070901,16.16161616,FALSE
6.407035176,12.77705346,6.261075015,12.0431396,5.558643691,9.007981756,7.582938389,18.9701897,-8.382352941,14.57063712,1.229946524,12.78317152,-0.211304807,10.32515687,-0.63525675,8.183306056,1.598295152,4.8,6.554798112,8.079748164,5.76070901,16.16161616,-6.052141527,12.57455268,TRUE
6.261075015,12.0431396,5.558643691,9.007981756,7.582938389,18.9701897,-8.382352941,14.57063712,1.229946524,12.78317152,-0.211304807,10.32515687,-0.63525675,8.183306056,1.598295152,4.8,6.554798112,8.079748164,5.76070901,16.16161616,-6.052141527,12.57455268,4.265873016,13.31578947,TRUE
5.558643691,9.007981756,7.582938389,18.9701897,-8.382352941,14.57063712,1.229946524,12.78317152,-0.211304807,10.32515687,-0.63525675,8.183306056,1.598295152,4.8,6.554798112,8.079748164,5.76070901,16.16161616,-6.052141527,12.57455268,4.265873016,13.31578947,2.282453638,8.646800195,FALSE
7.582938389,18.9701897,-8.382352941,14.57063712,1.229946524,12.78317152,-0.211304807,10.32515687,-0.63525675,8.183306056,1.598295152,4.8,6.554798112,8.079748164,5.76070901,16.16161616,-6.052141527,12.57455268,4.265873016,13.31578947,2.282453638,8.646800195,-2.370990237,6.435884934,FALSE
-8.382352941,14.57063712,1.229946524,12.78317152,-0.211304807,10.32515687,-0.63525675,8.183306056,1.598295152,4.8,6.554798112,8.079748164,5.76070901,16.16161616,-6.052141527,12.57455268,4.265873016,13.31578947,2.282453638,8.646800195,-2.370990237,6.435884934,-3.619047619,4.731075697,TRUE
1.229946524,12.78317152,-0.211304807,10.32515687,-0.63525675,8.183306056,1.598295152,4.8,6.554798112,8.079748164,5.76070901,16.16161616,-6.052141527,12.57455268,4.265873016,13.31578947,2.282453638,8.646800195,-2.370990237,6.435884934,-3.619047619,4.731075697,0.49382716,5.126903553,FALSE
-0.211304807,10.32515687,-0.63525675,8.183306056,1.598295152,4.8,6.554798112,8.079748164,5.76070901,16.16161616,-6.052141527,12.57455268,4.265873016,13.31578947,2.282453638,8.646800195,-2.370990237,6.435884934,-3.619047619,4.731075697,0.49382716,5.126903553,-1.277641278,4.356740133,TRUE
-0.63525675,8.183306056,1.598295152,4.8,6.554798112,8.079748164,5.76070901,16.16161616,-6.052141527,12.57455268,4.265873016,13.31578947,2.282453638,8.646800195,-2.370990237,6.435884934,-3.619047619,4.731075697,0.49382716,5.126903553,-1.277641278,4.356740133,1.493280239,4.711246201,TRUE
1.598295152,4.8,6.554798112,8.079748164,5.76070901,16.16161616,-6.052141527,12.57455268,4.265873016,13.31578947,2.282453638,8.646800195,-2.370990237,6.435884934,-3.619047619,4.731075697,0.49382716,5.126903553,-1.277641278,4.356740133,1.493280239,4.711246201,0.882785679,7.096451774,TRUE
6.554798112,8.079748164,5.76070901,16.16161616,-6.052141527,12.57455268,4.265873016,13.31578947,2.282453638,8.646800195,-2.370990237,6.435884934,-3.619047619,4.731075697,0.49382716,5.126903553,-1.277641278,4.356740133,1.493280239,4.711246201,0.882785679,7.096451774,2.430724356,3.700097371,FALSE
5.76070901,16.16161616,-6.052141527,12.57455268,4.265873016,13.31578947,2.282453638,8.646800195,-2.370990237,6.435884934,-3.619047619,4.731075697,0.49382716,5.126903553,-1.277641278,4.356740133,1.493280239,4.711246201,0.882785679,7.096451774,2.430724356,3.700097371,-2.325581395,3.844258255,TRUE
-6.052141527,12.57455268,4.265873016,13.31578947,2.282453638,8.646800195,-2.370990237,6.435884934,-3.619047619,4.731075697,0.49382716,5.126903553,-1.277641278,4.356740133,1.493280239,4.711246201,0.882785679,7.096451774,2.430724356,3.700097371,-2.325581395,3.844258255,0.486144871,3.446553447,FALSE
4.265873016,13.31578947,2.282453638,8.646800195,-2.370990237,6.435884934,-3.619047619,4.731075697,0.49382716,5.126903553,-1.277641278,4.356740133,1.493280239,4.711246201,0.882785679,7.096451774,2.430724356,3.700097371,-2.325581395,3.844258255,0.486144871,3.446553447,-0.87124879,3.018307768,FALSE
2.282453638,8.646800195,-2.370990237,6.435884934,-3.619047619,4.731075697,0.49382716,5.126903553,-1.277641278,4.356740133,1.493280239,4.711246201,0.882785679,7.096451774,2.430724356,3.700097371,-2.325581395,3.844258255,0.486144871,3.446553447,-0.87124879,3.018307768,-0.09765625,2.164289228,FALSE
-2.370990237,6.435884934,-3.619047619,4.731075697,0.49382716,5.126903553,-1.277641278,4.356740133,1.493280239,4.711246201,0.882785679,7.096451774,2.430724356,3.700097371,-2.325581395,3.844258255,0.486144871,3.446553447,-0.87124879,3.018307768,-0.09765625,2.164289228,-1.31900342,2.960361264,FALSE
-3.619047619,4.731075697,0.49382716,5.126903553,-1.277641278,4.356740133,1.493280239,4.711246201,0.882785679,7.096451774,2.430724356,3.700097371,-2.325581395,3.844258255,0.486144871,3.446553447,-0.87124879,3.018307768,-0.09765625,2.164289228,-1.31900342,2.960361264,-1.582591494,3.875573687,FALSE
